,group,round,id_in_group,split,high,guess,win,turker
109,2,6,6,0,0,25.0,0,A360G5G0DVWU7X
110,2,6,7,0,0,20.0,0,A2DFXQ3QVQ9ELH
111,2,6,8,0,0,7.0,0,A21KGPIP2Y7HHS
112,2,7,1,0,0,8.0,0,A18WPTVQPM9LBH
113,2,7,2,0,0,6.0,0,A11TY4VHBBJLJR
114,2,7,3,0,0,7.0,0,A8ZUM922CBH6S
115,2,7,4,0,0,7.0,0,A13V6ZYVF3A7EW
116,2,7,5,0,0,5.0,1,A3L2VS3998R77L
117,2,7,6,0,0,13.0,0,A360G5G0DVWU7X
118,2,7,7,0,0,7.0,0,A2DFXQ3QVQ9ELH
119,2,7,8,0,0,7.0,0,A21KGPIP2Y7HHS
120,2,8,1,0,0,5.0,0,A18WPTVQPM9LBH
121,2,8,2,0,0,1.0,0,A11TY4VHBBJLJR
122,2,8,3,0,0,1.0,0,A8ZUM922CBH6S
123,2,8,4,0,0,2.0,0,A13V6ZYVF3A7EW
124,2,8,5,0,0,0.0,0,A3L2VS3998R77L
125,2,8,6,0,0,2.0,0,A360G5G0DVWU7X
126,2,8,7,0,0,25.0,0,A2DFXQ3QVQ9ELH
127,2,8,8,0,0,4.0,1,A21KGPIP2Y7HHS
128,3,1,1,1,0,32.0,0,AUOYNTK0GOFOM
129,3,1,2,1,0,45.0,0,A5XQ30GQTHHK6
130,3,1,3,1,0,27.0,1,A3CXK1KSRGU27V
131,3,1,4,1,0,67.0,0,A3NYQPXI8I57R1
132,3,1,5,1,0,10.0,0,A1XTRYSSOR598O
133,3,1,6,1,0,50.0,0,A3862RIFFUV141
134,3,1,7,1,0,50.0,0,AMOF45A0HZU4X
135,3,1,8,1,0,19.0,0,A2WFTJMSJHFCX
136,3,2,1,1,0,35.0,0,AUOYNTK0GOFOM
137,3,2,2,1,0,32.0,0,A5XQ30GQTHHK6
138,3,2,3,1,0,20.0,1,A3CXK1KSRGU27V
139,3,2,4,1,0,72.0,0,A3NYQPXI8I57R1
140,3,2,5,1,0,35.0,0,A1XTRYSSOR598O
141,3,2,6,1,0,16.0,0,A3862RIFFUV141
142,3,2,7,1,0,3.0,0,AMOF45A0HZU4X
143,3,2,8,1,0,30.0,0,A2WFTJMSJHFCX
144,3,3,1,1,0,23.0,0,AUOYNTK0GOFOM
145,3,3,2,1,0,18.0,0,A5XQ30GQTHHK6
146,3,3,3,1,0,17.0,1,A3CXK1KSRGU27V
147,3,3,4,1,0,29.0,0,A3NYQPXI8I57R1
148,3,3,5,1,0,25.0,0,A1XTRYSSOR598O
149,3,3,6,1,0,14.0,0,A3862RIFFUV141
150,3,3,7,1,0,40.0,0,AMOF45A0HZU4X
151,3,3,8,1,0,22.0,0,A2WFTJMSJHFCX
152,3,4,1,1,0,11.0,0,AUOYNTK0GOFOM
153,3,4,2,1,0,18.0,1,A5XQ30GQTHHK6
154,3,4,3,1,0,14.0,0,A3CXK1KSRGU27V
155,3,4,4,1,0,10.0,0,A3NYQPXI8I57R1
156,3,4,5,1,0,33.0,0,A1XTRYSSOR598O
157,3,4,6,1,0,12.0,0,A3862RIFFUV141
158,3,4,7,1,0,66.0,0,AMOF45A0HZU4X
159,3,4,8,1,0,40.0,0,A2WFTJMSJHFCX
160,3,5,1,1,0,16.0,0,AUOYNTK0GOFOM
161,3,5,2,1,0,17.0,1,A5XQ30GQTHHK6
162,3,5,3,1,0,17.0,1,A3CXK1KSRGU27V
163,3,5,4,1,0,20.0,0,A3NYQPXI8I57R1
164,3,5,5,1,0,17.0,1,A1XTRYSSOR598O
165,3,5,6,1,0,100.0,0,A3862RIFFUV141
166,3,5,7,1,0,23.0,0,AMOF45A0HZU4X
167,3,5,8,1,0,6.0,0,A2WFTJMSJHFCX
168,3,6,1,1,0,20.0,0,AUOYNTK0GOFOM
169,3,6,2,1,0,16.0,1,A5XQ30GQTHHK6
170,3,6,3,1,0,18.0,0,A3CXK1KSRGU27V
171,3,6,4,1,0,16.0,1,A3NYQPXI8I57R1
172,3,6,5,1,0,18.0,0,A1XTRYSSOR598O
173,3,6,6,1,0,18.0,0,A3862RIFFUV141
174,3,6,7,1,0,18.0,0,AMOF45A0HZU4X
175,3,6,8,1,0,19.0,0,A2WFTJMSJHFCX
176,3,7,1,1,0,14.0,1,AUOYNTK0GOFOM
177,3,7,2,1,0,18.0,0,A5XQ30GQTHHK6
178,3,7,3,1,0,10.0,0,A3CXK1KSRGU27V
179,3,7,4,1,0,18.0,0,A3NYQPXI8I57R1
180,3,7,5,1,0,17.0,0,A1XTRYSSOR598O
181,3,7,6,1,0,10.0,0,A3862RIFFUV141
182,3,7,7,1,0,64.0,0,AMOF45A0HZU4X
183,3,7,8,1,0,20.0,0,A2WFTJMSJHFCX
184,3,8,1,1,0,16.0,1,AUOYNTK0GOFOM
185,3,8,2,1,0,13.0,0,A5XQ30GQTHHK6
186,3,8,3,1,0,13.0,0,A3CXK1KSRGU27V
187,3,8,4,1,0,100.0,0,A3NYQPXI8I57R1
188,3,8,5,1,0,23.0,0,A1XTRYSSOR598O
189,3,8,6,1,0,13.0,0,A3862RIFFUV141
190,3,8,7,1,0,14.0,0,AMOF45A0HZU4X
191,3,8,8,1,0,25.0,0,A2WFTJMSJHFCX
192,4,1,1,0,0,70.0,0,A2I9PUZT19ZBO8
193,4,1,2,0,0,70.0,0,A1WQ446NO2FRSK
194,4,1,3,0,0,48.0,0,A1GVHFB9F270GX
195,4,1,4,0,0,44.0,0,A3VHDQR8A9JJ4F
196,4,1,5,0,0,41.0,0,A3I9XLIHPPWPN1
197,4,1,6,0,0,32.0,1,A3IWAINNJ1IZAO
198,4,1,7,0,0,60.0,0,A3MWQH3YE8WEKP
199,4,1,8,0,0,24.0,0,A15YUZ5RUNA6FI
200,4,2,1,0,0,45.0,0,A2I9PUZT19ZBO8
201,4,2,2,0,0,30.0,1,A1WQ446NO2FRSK
202,4,2,3,0,0,50.0,0,A1GVHFB9F270GX
203,4,2,4,0,0,74.0,0,A3VHDQR8A9JJ4F
204,4,2,5,0,0,84.0,0,A3I9XLIHPPWPN1
205,4,2,6,0,0,41.0,0,A3IWAINNJ1IZAO
206,4,2,7,0,0,29.0,0,A3MWQH3YE8WEKP
207,4,2,8,0,0,42.0,0,A15YUZ5RUNA6FI
208,4,3,1,0,0,33.0,0,A2I9PUZT19ZBO8
209,4,3,2,0,0,35.0,0,A1WQ446NO2FRSK
210,4,3,3,0,0,32.0,1,A1GVHFB9F270GX
211,4,3,4,0,0,36.0,0,A3VHDQR8A9JJ4F
212,4,3,5,0,0,34.0,0,A3I9XLIHPPWPN1
213,4,3,6,0,0,32.0,1,A3IWAINNJ1IZAO
214,4,3,7,0,0,32.0,1,A3MWQH3YE8WEKP
215,4,3,8,0,0,32.0,1,A15YUZ5RUNA6FI
216,4,4,1,0,0,20.0,0,A2I9PUZT19ZBO8
217,4,4,2,0,0,28.0,0,A1WQ446NO2FRSK
218,4,4,3,0,0,32.0,0,A1GVHFB9F270GX
219,4,4,4,0,0,21.0,0,A3VHDQR8A9JJ4F
220,4,4,5,0,0,31.0,0,A3I9XLIHPPWPN1
221,4,4,6,0,0,18.0,1,A3IWAINNJ1IZAO
222,4,4,7,0,0,22.0,0,A3MWQH3YE8WEKP
223,4,4,8,0,0,28.0,0,A15YUZ5RUNA6FI
224,4,5,1,0,0,19.0,0,A2I9PUZT19ZBO8
225,4,5,2,0,0,12.0,1,A1WQ446NO2FRSK
226,4,5,3,0,0,16.0,0,A1GVHFB9F270GX
227,4,5,4,0,0,10.0,0,A3VHDQR8A9JJ4F
228,4,5,5,0,0,15.0,0,A3I9XLIHPPWPN1
229,4,5,6,0,0,10.0,0,A3IWAINNJ1IZAO
230,4,5,7,0,0,16.0,0,A3MWQH3YE8WEKP
231,4,5,8,0,0,42.0,0,A15YUZ5RUNA6FI
232,4,6,1,0,0,8.0,1,A2I9PUZT19ZBO8
233,4,6,2,0,0,10.0,0,A1WQ446NO2FRSK
234,4,6,3,0,0,8.0,1,A1GVHFB9F270GX
235,4,6,4,0,0,3.0,0,A3VHDQR8A9JJ4F
236,4,6,5,0,0,15.0,0,A3I9XLIHPPWPN1
237,4,6,6,0,0,10.0,0,A3IWAINNJ1IZAO
238,4,6,7,0,0,10.0,0,A3MWQH3YE8WEKP
239,4,6,8,0,0,9.0,0,A15YUZ5RUNA6FI
240,4,7,1,0,0,5.0,0,A2I9PUZT19ZBO8
241,4,7,2,0,0,30.0,0,A1WQ446NO2FRSK
242,4,7,3,0,0,4.0,0,A1GVHFB9F270GX
243,4,7,4,0,0,100.0,0,A3VHDQR8A9JJ4F
244,4,7,5,0,0,4.0,0,A3I9XLIHPPWPN1
245,4,7,6,0,0,4.0,0,A3IWAINNJ1IZAO
246,4,7,7,0,0,4.0,0,A3MWQH3YE8WEKP
247,4,7,8,0,0,6.0,1,A15YUZ5RUNA6FI
248,4,8,1,0,0,5.0,0,A2I9PUZT19ZBO8
249,4,8,2,0,0,10.0,0,A1WQ446NO2FRSK
250,4,8,3,0,0,10.0,0,A1GVHFB9F270GX
251,4,8,4,0,0,55.0,0,A3VHDQR8A9JJ4F
252,4,8,5,0,0,17.0,0,A3I9XLIHPPWPN1
253,4,8,6,0,0,17.0,0,A3IWAINNJ1IZAO
254,4,8,7,0,0,4.0,0,A3MWQH3YE8WEKP
255,4,8,8,0,0,11.0,1,A15YUZ5RUNA6FI
256,5,1,1,1,0,23.0,1,A2LXXG4SNGUTHW
257,5,1,2,1,0,100.0,0,A1XNKA5LGFHMLR
258,5,1,3,1,0,80.0,0,A3MBZBRLV92W6
259,5,1,4,1,0,57.0,0,A15YTDVEQ4N2RZ
260,5,1,5,1,0,50.0,0,A345EPTA0P1Z5J
261,5,1,6,1,0,50.0,0,A333L4680K6CMF
262,5,1,7,1,0,7.0,0,AG1BNU31ZP490
263,5,1,8,1,0,7.0,0,A1DUPOUC9RNU4L
264,5,2,1,1,0,35.0,0,A2LXXG4SNGUTHW
265,5,2,2,1,0,100.0,0,A1XNKA5LGFHMLR
266,5,2,3,1,0,37.0,0,A3MBZBRLV92W6
267,5,2,4,1,0,45.0,0,A15YTDVEQ4N2RZ
268,5,2,5,1,0,40.0,0,A345EPTA0P1Z5J
269,5,2,6,1,0,31.0,1,A333L4680K6CMF
270,5,2,7,1,0,25.0,0,AG1BNU31ZP490
271,5,2,8,1,0,41.0,0,A1DUPOUC9RNU4L
272,5,3,1,1,0,30.0,0,A2LXXG4SNGUTHW
273,5,3,2,1,0,65.0,0,A1XNKA5LGFHMLR
274,5,3,3,1,0,35.0,0,A3MBZBRLV92W6
275,5,3,4,1,0,50.0,0,A15YTDVEQ4N2RZ
276,5,3,5,1,0,25.0,1,A345EPTA0P1Z5J
277,5,3,6,1,0,29.0,0,A333L4680K6CMF
278,5,3,7,1,0,42.0,0,AG1BNU31ZP490
279,5,3,8,1,0,34.0,0,A1DUPOUC9RNU4L
280,5,4,1,1,0,29.0,0,A2LXXG4SNGUTHW
281,5,4,2,1,0,48.0,0,A1XNKA5LGFHMLR
282,5,4,3,1,0,30.0,0,A3MBZBRLV92W6
283,5,4,4,1,0,20.0,1,A15YTDVEQ4N2RZ
284,5,4,5,1,0,25.0,0,A345EPTA0P1Z5J
285,5,4,6,1,0,26.0,0,A333L4680K6CMF
286,5,4,7,1,0,25.0,0,AG1BNU31ZP490
287,5,4,8,1,0,27.0,0,A1DUPOUC9RNU4L
288,5,5,1,1,0,17.0,0,A2LXXG4SNGUTHW
289,5,5,2,1,0,31.0,0,A1XNKA5LGFHMLR
290,5,5,3,1,0,17.0,0,A3MBZBRLV92W6
291,5,5,4,1,0,18.0,1,A15YTDVEQ4N2RZ
292,5,5,5,1,0,15.0,0,A345EPTA0P1Z5J
293,5,5,6,1,0,20.0,0,A333L4680K6CMF
294,5,5,7,1,0,37.0,0,AG1BNU31ZP490
295,5,5,8,1,0,60.0,0,A1DUPOUC9RNU4L
296,5,6,1,1,0,18.0,0,A2LXXG4SNGUTHW
297,5,6,2,1,0,36.0,0,A1XNKA5LGFHMLR
298,5,6,3,1,0,16.0,0,A3MBZBRLV92W6
299,5,6,4,1,0,15.0,1,A15YTDVEQ4N2RZ
300,5,6,5,1,0,15.0,1,A345EPTA0P1Z5J
301,5,6,6,1,0,30.0,0,A333L4680K6CMF
302,5,6,7,1,0,17.0,0,AG1BNU31ZP490
303,5,6,8,1,0,26.0,0,A1DUPOUC9RNU4L
304,5,7,1,1,0,15.0,1,A2LXXG4SNGUTHW
305,5,7,2,1,0,26.0,0,A1XNKA5LGFHMLR
306,5,7,3,1,0,15.0,1,A3MBZBRLV92W6
307,5,7,4,1,0,12.0,0,A15YTDVEQ4N2RZ
308,5,7,5,1,0,12.0,0,A345EPTA0P1Z5J
309,5,7,6,1,0,30.0,0,A333L4680K6CMF
310,5,7,7,1,0,51.0,0,AG1BNU31ZP490
311,5,7,8,1,0,21.0,0,A1DUPOUC9RNU4L
312,5,8,1,1,0,15.0,0,A2LXXG4SNGUTHW
313,5,8,2,1,0,85.0,0,A1XNKA5LGFHMLR
314,5,8,3,1,0,15.0,0,A3MBZBRLV92W6
315,5,8,4,1,0,14.0,0,A15YTDVEQ4N2RZ
316,5,8,5,1,0,15.0,0,A345EPTA0P1Z5J
317,5,8,6,1,0,15.0,0,A333L4680K6CMF
318,5,8,7,1,0,17.0,1,AG1BNU31ZP490
319,5,8,8,1,0,20.0,0,A1DUPOUC9RNU4L
320,6,1,1,0,0,75.0,0,A3AHYU9P0HLG4
321,6,1,2,0,0,75.0,0,A2GFDU3OC4R3UB
322,6,1,3,0,0,88.0,0,A1SJRFJWFXSDH4
323,6,1,4,0,0,70.0,0,A2K3MYD0NB9Z3P
324,6,1,5,0,0,68.0,0,A3QNCW3LR2AVOV
325,6,1,6,0,0,87.0,0,A2ITS34MWXCE0N
326,6,1,7,0,0,44.0,1,ADXHWQLUQBK77
327,6,1,8,0,0,33.0,0,A3NG3J3KP8ZH2I
328,6,2,1,0,0,50.0,0,A3AHYU9P0HLG4
329,6,2,2,0,0,60.0,0,A2GFDU3OC4R3UB
330,6,2,3,0,0,3.0,0,A1SJRFJWFXSDH4
331,6,2,4,0,0,70.0,0,A2K3MYD0NB9Z3P
332,6,2,5,0,0,28.0,1,A3QNCW3LR2AVOV
333,6,2,6,0,0,61.0,0,A2ITS34MWXCE0N
334,6,2,7,0,0,32.0,0,ADXHWQLUQBK77
335,6,2,8,0,0,50.0,0,A3NG3J3KP8ZH2I
336,6,3,1,0,0,65.0,0,A3AHYU9P0HLG4
337,6,3,2,0,0,30.0,1,A2GFDU3OC4R3UB
338,6,3,3,0,0,32.0,0,A1SJRFJWFXSDH4
339,6,3,4,0,0,44.0,0,A2K3MYD0NB9Z3P
340,6,3,5,0,0,36.0,0,A3QNCW3LR2AVOV
341,6,3,6,0,0,18.0,0,A2ITS34MWXCE0N
342,6,3,7,0,0,38.0,0,ADXHWQLUQBK77
343,6,3,8,0,0,75.0,0,A3NG3J3KP8ZH2I
344,6,4,1,0,0,33.0,1,A3AHYU9P0HLG4
345,6,4,2,0,0,50.0,0,A2GFDU3OC4R3UB
346,6,4,3,0,0,66.0,0,A1SJRFJWFXSDH4
347,6,4,4,0,0,70.0,0,A2K3MYD0NB9Z3P
348,6,4,5,0,0,28.0,0,A3QNCW3LR2AVOV
349,6,4,6,0,0,97.0,0,A2ITS34MWXCE0N
350,6,4,7,0,0,27.0,0,ADXHWQLUQBK77
351,6,4,8,0,0,30.0,0,A3NG3J3KP8ZH2I
352,6,5,1,0,0,47.0,0,A3AHYU9P0HLG4
353,6,5,2,0,0,25.0,1,A2GFDU3OC4R3UB
354,6,5,3,0,0,54.0,0,A1SJRFJWFXSDH4
355,6,5,4,0,0,31.0,0,A2K3MYD0NB9Z3P
356,6,5,5,0,0,32.0,0,A3QNCW3LR2AVOV
357,6,5,6,0,0,21.0,1,A2ITS34MWXCE0N
358,6,5,7,0,0,31.0,0,ADXHWQLUQBK77
359,6,5,8,0,0,35.0,0,A3NG3J3KP8ZH2I
360,6,6,1,0,0,27.0,0,A3AHYU9P0HLG4
361,6,6,2,0,0,20.0,1,A2GFDU3OC4R3UB
362,6,6,3,0,0,38.0,0,A1SJRFJWFXSDH4
363,6,6,4,0,0,21.0,0,A2K3MYD0NB9Z3P
364,6,6,5,0,0,26.0,0,A3QNCW3LR2AVOV
365,6,6,6,0,0,79.0,0,A2ITS34MWXCE0N
366,6,6,7,0,0,19.0,0,ADXHWQLUQBK77
367,6,6,8,0,0,15.0,0,A3NG3J3KP8ZH2I
368,6,7,1,0,0,64.0,0,A3AHYU9P0HLG4
369,6,7,2,0,0,20.0,1,A2GFDU3OC4R3UB
370,6,7,3,0,0,16.0,0,A1SJRFJWFXSDH4
371,6,7,4,0,0,18.0,0,A2K3MYD0NB9Z3P
372,6,7,5,0,0,16.0,0,A3QNCW3LR2AVOV
373,6,7,6,0,0,64.0,0,A2ITS34MWXCE0N
374,6,7,7,0,0,16.0,0,ADXHWQLUQBK77
375,6,7,8,0,0,15.0,0,A3NG3J3KP8ZH2I
376,6,8,1,0,0,28.0,0,A3AHYU9P0HLG4
377,6,8,2,0,0,18.0,0,A2GFDU3OC4R3UB
378,6,8,3,0,0,93.0,0,A1SJRFJWFXSDH4
379,6,8,4,0,0,19.0,1,A2K3MYD0NB9Z3P
380,6,8,5,0,0,17.0,0,A3QNCW3LR2AVOV
381,6,8,6,0,0,71.0,0,A2ITS34MWXCE0N
382,6,8,7,0,0,17.0,0,ADXHWQLUQBK77
383,6,8,8,0,0,15.0,0,A3NG3J3KP8ZH2I
384,7,1,1,0,1,76.0,0,A1BBZ5EMNSCZJR
385,7,1,2,0,1,35.0,1,A11W7R2O4RQSSS
386,7,1,3,0,1,55.0,0,ALSJ5JQPC3A82
387,7,1,4,0,1,7.0,0,AKWIRTRUXO6R5
388,7,1,5,0,1,72.0,0,A3UTFL5JHRQCM1
389,7,1,6,0,1,100.0,0,A94DL4GI8ZBUO
390,7,1,7,0,1,17.0,0,A3MD34XEB4H6JF
391,7,1,8,0,1,50.0,0,AY0BJCGY2DHIX
392,7,2,1,0,1,69.0,0,A1BBZ5EMNSCZJR
393,7,2,2,0,1,50.0,0,A11W7R2O4RQSSS
394,7,2,3,0,1,34.0,0,ALSJ5JQPC3A82
395,7,2,4,0,1,21.0,0,AKWIRTRUXO6R5
396,7,2,5,0,1,72.0,0,A3UTFL5JHRQCM1
397,7,2,6,0,1,34.0,0,A94DL4GI8ZBUO
398,7,2,7,0,1,33.0,1,A3MD34XEB4H6JF
399,7,2,8,0,1,35.0,0,AY0BJCGY2DHIX
400,7,3,1,0,1,57.0,0,A1BBZ5EMNSCZJR
401,7,3,2,0,1,45.0,0,A11W7R2O4RQSSS
402,7,3,3,0,1,24.0,1,ALSJ5JQPC3A82
403,7,3,4,0,1,50.0,0,AKWIRTRUXO6R5
404,7,3,5,0,1,35.0,0,A3UTFL5JHRQCM1
405,7,3,6,0,1,31.0,0,A94DL4GI8ZBUO
406,7,3,7,0,1,36.0,0,A3MD34XEB4H6JF
407,7,3,8,0,1,33.0,0,AY0BJCGY2DHIX
408,7,4,1,0,1,21.0,1,A1BBZ5EMNSCZJR
409,7,4,2,0,1,25.0,0,A11W7R2O4RQSSS
410,7,4,3,0,1,35.0,0,ALSJ5JQPC3A82
411,7,4,4,0,1,50.0,0,AKWIRTRUXO6R5
412,7,4,5,0,1,22.0,0,A3UTFL5JHRQCM1
413,7,4,6,0,1,27.0,0,A94DL4GI8ZBUO
414,7,4,7,0,1,21.0,1,A3MD34XEB4H6JF
415,7,4,8,0,1,24.0,0,AY0BJCGY2DHIX
416,7,5,1,0,1,19.0,1,A1BBZ5EMNSCZJR
417,7,5,2,0,1,30.0,0,A11W7R2O4RQSSS
418,7,5,3,0,1,56.0,0,ALSJ5JQPC3A82
419,7,5,4,0,1,50.0,0,AKWIRTRUXO6R5
420,7,5,5,0,1,18.0,0,A3UTFL5JHRQCM1
421,7,5,6,0,1,15.0,0,A94DL4GI8ZBUO
422,7,5,7,0,1,29.0,0,A3MD34XEB4H6JF
423,7,5,8,0,1,16.0,0,AY0BJCGY2DHIX
424,7,6,1,0,1,24.0,0,A1BBZ5EMNSCZJR
425,7,6,2,0,1,20.0,1,A11W7R2O4RQSSS
426,7,6,3,0,1,69.0,0,ALSJ5JQPC3A82
427,7,6,4,0,1,50.0,0,AKWIRTRUXO6R5
428,7,6,5,0,1,17.0,0,A3UTFL5JHRQCM1
429,7,6,6,0,1,21.0,0,A94DL4GI8ZBUO
430,7,6,7,0,1,17.0,0,A3MD34XEB4H6JF
431,7,6,8,0,1,18.0,0,AY0BJCGY2DHIX
432,7,7,1,0,1,17.0,0,A1BBZ5EMNSCZJR
433,7,7,2,0,1,20.0,0,A11W7R2O4RQSSS
