,task,method,views,session,code,id,order,hist,guess,bonus,dots
427,dots,max,3,ua2230ux,ohpoqntb,428,104,"[201, 394, 425]",420.0,1.0,403
433,dots,max,3,ua2230ux,ekx96hcu,434,105,"[201, 394, 425]",900.0,0.0,403
435,dots,max,3,ua2230ux,iproqstp,436,106,"[201, 394, 425]",1000.0,0.0,403
434,dots,max,3,ua2230ux,y6q1denj,435,107,"[201, 394, 425]",7000.0,0.0,403
439,dots,max,3,ua2230ux,tc9svswy,440,108,"[201, 425, 435]",1000.0,0.0,403
442,dots,max,3,ua2230ux,y0twt9zy,443,109,"[201, 425, 435]",198.0,0.0,403
448,dots,max,3,ua2230ux,fl4f63sh,449,110,"[201, 425, 435]",1000.0,0.0,403
438,dots,max,3,ua2230ux,20uwysja,439,111,"[201, 425, 435]",300.0,0.0,403
453,dots,max,3,ua2230ux,h8m9vqra,454,112,"[201, 425, 435]",3000.0,0.0,403
454,dots,max,3,ua2230ux,qttnl7ck,455,113,"[201, 425, 435]",350.0,0.0,403
457,dots,max,3,ua2230ux,b0esl59e,458,114,"[201, 425, 435]",320.0,0.0,403
462,dots,max,3,ua2230ux,ubs70hkl,463,115,"[201, 425, 435]",150.0,0.0,403
466,dots,max,3,ua2230ux,x42g9z3t,467,116,"[201, 425, 435]",5200.0,0.0,403
471,dots,max,3,ua2230ux,ois7cqv0,472,117,"[425, 435, 467]",5500.0,0.0,403
479,dots,max,3,ua2230ux,a6smzsey,480,118,"[425, 435, 472]",500.0,0.0,403
481,dots,max,3,ua2230ux,tfxz25uw,482,119,"[425, 435, 472]",3200.0,0.0,403
482,dots,max,3,ua2230ux,xpbjoqku,483,120,"[425, 435, 472]",100.0,0.0,403
487,dots,max,3,ua2230ux,v1e6x433,488,121,"[425, 435, 472]",790.0,0.0,403
485,dots,max,3,ua2230ux,fcxz2tno,486,122,"[425, 435, 472]",700.0,0.0,403
484,dots,max,3,ua2230ux,cciqk33f,485,123,"[425, 435, 472]",250.0,0.0,403
489,dots,max,3,ua2230ux,u1qsc6di,490,124,"[425, 435, 472]",1000.0,0.0,403
490,dots,max,3,ua2230ux,ejv0yxjl,491,125,"[425, 435, 472]",1500.0,0.0,403
493,dots,max,3,ua2230ux,qiipivv9,494,126,"[425, 435, 472]",250.0,0.0,403
494,dots,max,3,ua2230ux,sz6ypdi3,495,127,"[425, 435, 472]",5230.0,0.0,403
495,dots,max,3,ua2230ux,kgkb3q88,496,128,"[425, 435, 472]",6423.0,0.0,403
500,dots,max,3,ua2230ux,pb2rvgga,501,129,"[435, 472, 496]",280.0,0.0,403
501,dots,max,3,ua2230ux,e7w08n2o,502,130,"[435, 472, 496]",558.0,0.0,403
503,dots,max,3,ua2230ux,7g0rqhax,504,131,"[435, 472, 496]",400.0,1.0,403
504,dots,max,3,ua2230ux,9a84kktm,505,132,"[435, 472, 496]",1000.0,0.0,403
505,dots,max,3,ua2230ux,z5dducr6,506,133,"[435, 472, 496]",3100.0,0.0,403
506,dots,max,3,ua2230ux,dufh0n5u,507,134,"[435, 472, 496]",6000.0,0.0,403
516,dots,max,3,ua2230ux,wv2zc84a,517,135,"[435, 496, 507]",280.0,0.0,403
517,dots,max,3,ua2230ux,d0hiwux7,518,136,"[435, 496, 507]",1500.0,0.0,403
518,dots,max,3,ua2230ux,9vf2oeht,519,137,"[435, 496, 507]",605.0,0.0,403
524,dots,max,3,ua2230ux,vv5q6o25,525,138,"[435, 496, 507]",1115.0,0.0,403
527,dots,max,3,ua2230ux,jfnvj2hr,528,139,"[435, 496, 507]",445.0,0.0,403
530,dots,max,3,ua2230ux,13mwx8tn,531,140,"[435, 496, 507]",189.0,0.0,403
533,dots,max,3,ua2230ux,tbtmjbsf,534,141,"[435, 496, 507]",521.0,0.0,403
534,dots,max,3,ua2230ux,j80llf3k,535,142,"[435, 496, 507]",1025.0,0.0,403
538,dots,max,3,ua2230ux,zur3me04,539,143,"[435, 496, 507]",650.0,0.0,403
546,dots,max,3,ua2230ux,tgod95z1,547,144,"[435, 496, 507]",6500.0,0.0,403
544,dots,max,3,ua2230ux,djep1ron,545,145,"[435, 496, 547]",3500.0,0.0,403
550,dots,max,3,ua2230ux,2yjnotci,551,146,"[435, 496, 547]",4500.0,0.0,403
573,dots,max,3,ua2230ux,0kur0y5f,574,147,"[435, 496, 547]",2090.0,0.0,403
565,dots,max,3,ua2230ux,3zzojijv,566,148,"[435, 496, 547]",57000.0,0.0,403
580,dots,max,3,ua2230ux,me4q5n6j,581,149,"[435, 547, 566]",102.0,0.0,403
593,dots,max,3,ua2230ux,oowoifrk,594,150,"[435, 547, 566]",400.0,1.0,403
598,dots,max,3,ua2230ux,4yppkbtk,599,151,"[435, 547, 566]",400.0,1.0,403
611,dots,max,3,ua2230ux,zgmbzhmm,612,152,"[435, 547, 566]",502.0,0.0,403
617,dots,max,3,ua2230ux,xhc63b6d,618,153,"[435, 547, 566]",435.0,1.0,403
618,dots,max,3,ua2230ux,ijvnk4lm,619,154,"[435, 547, 566]",500.0,0.0,403
620,dots,max,3,ua2230ux,g18d311b,621,155,"[435, 547, 566]",2375.0,0.0,403
621,dots,max,3,ua2230ux,69l2jbtu,622,156,"[435, 547, 566]",1500.0,0.0,403
616,dots,max,3,ua2230ux,b99rku6q,617,157,"[435, 547, 566]",500.0,0.0,403
627,dots,max,3,ua2230ux,yvok1szq,628,158,"[435, 547, 566]",300.0,0.0,403
626,dots,max,3,ua2230ux,7tquprp6,627,159,"[435, 547, 566]",750.0,0.0,403
628,dots,max,3,ua2230ux,zk2nwdnt,629,160,"[435, 547, 566]",600.0,0.0,403
631,dots,max,3,ua2230ux,rujf7qs2,632,161,"[435, 547, 566]",150.0,0.0,403
632,dots,max,3,ua2230ux,y41tiqoe,633,162,"[435, 547, 566]",250.0,0.0,403
635,dots,max,3,ua2230ux,99j3cfjv,636,163,"[435, 547, 566]",415.0,1.0,403
636,dots,max,3,ua2230ux,aeeinddq,637,164,"[435, 547, 566]",825.0,0.0,403
637,dots,max,3,ua2230ux,v7uckrxl,638,165,"[435, 547, 566]",2500.0,0.0,403
643,dots,max,3,ua2230ux,may9iosj,644,166,"[435, 547, 566]",5500.0,0.0,403
645,dots,max,3,ua2230ux,cukz5rm4,646,167,"[435, 547, 566]",600.0,0.0,403
644,dots,max,3,ua2230ux,fxhhlcw6,645,168,"[435, 547, 566]",502.0,0.0,403
646,dots,max,3,ua2230ux,j5ny1c1s,647,169,"[435, 547, 566]",7000.0,0.0,403
647,dots,max,3,ua2230ux,7ef2j18p,648,170,"[435, 566, 647]",4000.0,0.0,403
651,dots,max,3,ua2230ux,troazde0,652,171,"[435, 566, 647]",1500.0,0.0,403
653,dots,max,3,ua2230ux,5xgecdol,654,172,"[435, 566, 647]",7000.0,0.0,403
654,dots,max,3,ua2230ux,2z606xd6,655,173,"[566, 647, 654]",2000.0,0.0,403
655,dots,max,3,ua2230ux,f2ylpfrb,656,174,"[566, 647, 654]",80.0,0.0,403
656,dots,max,3,ua2230ux,1l8vbply,657,175,"[566, 647, 654]",450.0,0.0,403
661,dots,max,3,ua2230ux,5tsfd831,662,176,"[566, 647, 654]",612.0,0.0,403
667,dots,max,3,ua2230ux,2jcgc1oa,668,177,"[566, 647, 654]",375.0,1.0,403
666,dots,max,3,ua2230ux,debhe2st,667,178,"[566, 647, 654]",10000.0,0.0,403
664,dots,max,3,ua2230ux,r4cikbix,665,179,"[566, 654, 667]",1700.0,0.0,403
672,dots,max,3,ua2230ux,dw4zngxk,673,180,"[566, 654, 667]",925.0,0.0,403
665,dots,max,3,ua2230ux,f6a6sb3d,666,181,"[566, 654, 667]",169.0,0.0,403
675,dots,max,3,ua2230ux,s2wgopfv,676,182,"[566, 654, 667]",1500.0,0.0,403
678,dots,max,3,ua2230ux,b921fqnz,679,183,"[566, 654, 667]",1000.0,0.0,403
681,dots,max,3,ua2230ux,zcb8dwj5,682,184,"[566, 654, 667]",175.0,0.0,403
683,dots,max,3,ua2230ux,4hz51rdn,684,185,"[566, 654, 667]",906.0,0.0,403
677,dots,max,3,ua2230ux,262xa02y,678,186,"[566, 654, 667]",178.0,0.0,403
686,dots,max,3,ua2230ux,ypmt2up1,687,187,"[566, 654, 667]",340.0,0.0,403
692,dots,max,3,ua2230ux,tzhkgix9,693,188,"[566, 654, 667]",300.0,0.0,403
695,dots,max,3,ua2230ux,tu4qmvhx,696,189,"[566, 654, 667]",200.0,0.0,403
698,dots,max,3,ua2230ux,8x5qw3zb,699,190,"[566, 654, 667]",375.0,1.0,403
706,dots,max,3,ua2230ux,pykaar6n,707,191,"[566, 654, 667]",1200.0,0.0,403
720,dots,max,3,ua2230ux,xwcuotk7,721,192,"[566, 654, 667]",430.0,1.0,403
724,dots,max,3,ua2230ux,gufr1f6j,725,193,"[566, 654, 667]",120.0,0.0,403
726,dots,max,3,ua2230ux,p5hmfcop,727,194,"[566, 654, 667]",700.0,0.0,403
731,dots,max,3,ua2230ux,uentd69a,732,195,"[566, 654, 667]",5900.0,0.0,403
733,dots,max,3,ua2230ux,r2axviuy,734,196,"[566, 654, 667]",750.0,0.0,403
737,dots,max,3,ua2230ux,sitwek9l,738,197,"[566, 654, 667]",4500.0,0.0,403
738,dots,max,3,ua2230ux,1xf1gufe,739,198,"[566, 654, 667]",1000.0,0.0,403
740,dots,max,3,ua2230ux,lxnm5418,741,199,"[566, 654, 667]",10000.0,0.0,403
739,dots,max,3,ua2230ux,yuus6yaw,740,200,"[566, 667, 741]",11.0,0.0,403
754,dots,max,3,ua2230ux,zi9jodtr,755,201,"[566, 667, 741]",550.0,0.0,403
755,dots,max,3,ua2230ux,adc9npgo,756,202,"[566, 667, 741]",125.0,0.0,403
756,dots,max,3,ua2230ux,bze01cz5,757,203,"[566, 667, 741]",800.0,0.0,403
751,dots,max,3,ua2230ux,vgildu2k,752,204,"[566, 667, 741]",550.0,0.0,403
757,dots,max,3,ua2230ux,g1r6jjuy,758,205,"[566, 667, 741]",653.0,0.0,403
762,dots,max,3,ua2230ux,dz7rgxw7,763,206,"[566, 667, 741]",1200.0,0.0,403
763,dots,max,3,ua2230ux,pep128xj,764,207,"[566, 667, 741]",320.0,0.0,403
765,dots,max,3,ua2230ux,g4k1gdi5,766,208,"[566, 667, 741]",5005.0,0.0,403
766,dots,max,3,ua2230ux,czyaxqpc,767,209,"[566, 667, 741]",160.0,0.0,403
758,dots,max,3,ua2230ux,3bhaksgm,759,210,"[566, 667, 741]",1000.0,0.0,403
769,dots,max,3,ua2230ux,4j0ohond,770,211,"[566, 667, 741]",3100.0,0.0,403
771,dots,max,3,ua2230ux,6spgtedk,772,212,"[566, 667, 741]",10000.0,0.0,403
770,dots,max,3,ua2230ux,cj1i8i4l,771,213,"[566, 741, 772]",300.0,0.0,403
773,dots,max,3,ua2230ux,fm0vn0fg,774,214,"[566, 741, 772]",300.0,0.0,403
775,dots,max,3,ua2230ux,8beicr3l,776,215,"[566, 741, 772]",5000.0,0.0,403
777,dots,max,3,ua2230ux,ngdgwksz,778,216,"[566, 741, 772]",580.0,0.0,403
780,dots,max,3,ua2230ux,i6vuhj4m,781,217,"[566, 741, 772]",1000.0,0.0,403
778,dots,max,3,ua2230ux,v20r3abn,779,218,"[566, 741, 772]",50505.0,0.0,403
785,dots,max,3,ua2230ux,p8xsv19p,786,219,"[566, 772, 779]",650.0,0.0,403
786,dots,max,3,ua2230ux,ainl9zqf,787,220,"[566, 772, 779]",300.0,0.0,403
789,dots,max,3,ua2230ux,dhgett4v,790,221,"[566, 772, 779]",120.0,0.0,403
788,dots,max,3,ua2230ux,9c7k2a5u,789,222,"[566, 772, 779]",400.0,1.0,403
790,dots,max,3,ua2230ux,15jjp0ff,791,223,"[566, 772, 779]",420.0,1.0,403
800,dots,max,3,ua2230ux,rfcfnqbt,801,224,"[566, 772, 779]",240.0,0.0,403
801,dots,max,3,ua2230ux,erhlxgxm,802,225,"[566, 772, 779]",185.0,0.0,403
802,dots,max,3,ua2230ux,bma7xu4d,803,226,"[566, 772, 779]",64.0,0.0,403
804,dots,max,3,ua2230ux,egkavdgx,805,227,"[566, 772, 779]",95.0,0.0,403
805,dots,max,3,ua2230ux,y41r1rfn,806,228,"[566, 772, 779]",13500.0,0.0,403
807,dots,max,3,ua2230ux,k03ddyjz,808,229,"[566, 779, 806]",825.0,0.0,403
806,dots,max,3,ua2230ux,3utafnfz,807,230,"[566, 779, 806]",25000.0,0.0,403
808,dots,max,3,ua2230ux,a1oq4pje,809,231,"[566, 779, 807]",534.0,0.0,403
809,dots,max,3,ua2230ux,2ixvs3py,810,232,"[566, 779, 807]",211.0,0.0,403
811,dots,max,3,ua2230ux,op2257h3,812,233,"[566, 779, 807]",1500.0,0.0,403
815,dots,max,3,ua2230ux,9yvh9jkg,816,234,"[566, 779, 807]",700.0,0.0,403
817,dots,max,3,ua2230ux,i9n89egk,818,235,"[566, 779, 807]",975.0,0.0,403
824,dots,max,3,ua2230ux,4r7c3mx2,825,236,"[566, 779, 807]",500.0,0.0,403
826,dots,max,3,ua2230ux,xr40k3g2,827,237,"[566, 779, 807]",1500.0,0.0,403
827,dots,max,3,ua2230ux,bth46tzb,828,238,"[566, 779, 807]",325.0,0.0,403
829,dots,max,3,ua2230ux,0gg5x4gm,830,239,"[566, 779, 807]",405.0,1.0,403
832,dots,max,3,ua2230ux,rgxcyb73,833,240,"[566, 779, 807]",48000.0,0.0,403
833,dots,max,3,ua2230ux,f7ab7i19,834,241,"[566, 779, 833]",1500.0,0.0,403
834,dots,max,3,ua2230ux,4dzo5de0,835,242,"[566, 779, 833]",700.0,0.0,403
836,dots,max,3,ua2230ux,owbky0z7,837,243,"[566, 779, 833]",490.0,0.0,403
838,dots,max,3,ua2230ux,ohcan5pq,839,244,"[566, 779, 833]",2500.0,0.0,403
840,dots,max,3,ua2230ux,mxn9nnyd,841,245,"[566, 779, 833]",1500.0,0.0,403
848,dots,max,3,ua2230ux,kvp6eebt,849,246,"[566, 779, 833]",3000.0,0.0,403
849,dots,max,3,ua2230ux,q3kl5hw7,850,247,"[566, 779, 833]",3791.0,0.0,403
854,dots,max,3,ua2230ux,70cio389,855,248,"[566, 779, 833]",250.0,0.0,403
846,dots,max,3,ua2230ux,9m8o23co,847,249,"[566, 779, 833]",54000.0,0.0,403
859,dots,max,3,ua2230ux,o9kpnar6,860,250,"[566, 779, 847]",900.0,0.0,403
863,dots,max,3,ua2230ux,980c0kwn,864,251,"[566, 779, 847]",500.0,0.0,403
865,dots,max,3,ua2230ux,hbtayk63,866,252,"[566, 779, 847]",210.0,0.0,403
867,dots,max,3,ua2230ux,ic9q9b9b,868,253,"[566, 779, 847]",56079.0,0.0,403
870,dots,max,3,ua2230ux,f0oqxmeg,871,254,"[566, 847, 868]",3100.0,0.0,403
871,dots,max,3,ua2230ux,35d5x4he,872,255,"[566, 847, 868]",375.0,1.0,403
872,dots,max,3,ua2230ux,x81pwldh,873,256,"[566, 847, 868]",6000.0,0.0,403
875,dots,max,3,ua2230ux,z3d4wwbq,876,257,"[566, 847, 868]",725.0,0.0,403
877,dots,max,3,ua2230ux,mjo5v3ex,878,258,"[566, 847, 868]",300.0,0.0,403
883,dots,max,3,ua2230ux,4qfwu3zw,884,259,"[566, 847, 868]",1500.0,0.0,403
882,dots,max,3,ua2230ux,h59xwr86,883,260,"[566, 847, 868]",225.0,0.0,403
881,dots,max,3,ua2230ux,pnr5b4z4,882,261,"[566, 847, 868]",860.0,0.0,403
884,dots,max,3,ua2230ux,ei8kui0s,885,262,"[566, 847, 868]",500.0,0.0,403
886,dots,max,3,ua2230ux,klb1o9tj,887,263,"[566, 847, 868]",10500.0,0.0,403
887,dots,max,3,ua2230ux,845zzytg,888,264,"[566, 847, 868]",340.0,0.0,403
889,dots,max,3,ua2230ux,evwhc4xn,890,265,"[566, 847, 868]",450.0,0.0,403
891,dots,max,3,ua2230ux,09dm3zat,892,266,"[566, 847, 868]",4000.0,0.0,403
893,dots,max,3,ua2230ux,8cifr9zq,894,267,"[566, 847, 868]",500.0,0.0,403
890,dots,max,3,ua2230ux,4uthe2do,891,268,"[566, 847, 868]",4562.0,0.0,403
895,dots,max,3,ua2230ux,rtrt9clb,896,269,"[566, 847, 868]",1000.0,0.0,403
896,dots,max,3,ua2230ux,y0mk0tj8,897,270,"[566, 847, 868]",300.0,0.0,403
897,dots,max,3,ua2230ux,tpr11lvx,898,271,"[566, 847, 868]",4800.0,0.0,403
899,dots,max,3,ua2230ux,l5ci9i3g,900,272,"[566, 847, 868]",462.0,0.0,403
898,dots,max,3,ua2230ux,wddammda,899,273,"[566, 847, 868]",300.0,0.0,403
901,dots,max,3,ua2230ux,wxuwm0w0,902,274,"[566, 847, 868]",500.0,0.0,403
904,dots,max,3,ua2230ux,ivcltepo,905,275,"[566, 847, 868]",400.0,1.0,403
908,dots,max,3,ua2230ux,gn2nre6u,909,276,"[566, 847, 868]",23555.0,0.0,403
910,dots,max,3,ua2230ux,pn26nkou,911,277,"[566, 847, 868]",548.0,0.0,403
911,dots,max,3,ua2230ux,d9db2nfm,912,278,"[566, 847, 868]",53000.0,0.0,403
913,dots,max,3,ua2230ux,2wrdmrw2,914,279,"[566, 847, 868]",150.0,0.0,403
916,dots,max,3,ua2230ux,wm2ac13j,917,280,"[566, 847, 868]",150.0,0.0,403
921,dots,max,3,ua2230ux,ibx2gpp9,922,281,"[566, 847, 868]",400.0,1.0,403
928,dots,max,3,ua2230ux,wmy245j7,929,282,"[566, 847, 868]",128.0,0.0,403
929,dots,max,3,ua2230ux,j1hv3x5l,930,283,"[566, 847, 868]",1000.0,0.0,403
931,dots,max,3,ua2230ux,h5f0l684,932,284,"[566, 847, 868]",1500.0,0.0,403
