,session,method,mturker,code,views,id,hist,guess,time,bonus,pay
59,kygak6r7,history,A1JO6AY55FG7QU,ddoa3gm6,1,92,[90],1270.05841815131,33.0,1.0,1.11
60,kygak6r7,history,A3EYWJCIO1MG9W,r2837z20,1,93,[92],1360.77687659069,6.0,0.0,0.02
61,kygak6r7,history,A13GUTDMGGZZDL,i2kcb1ez,1,94,[93],317.514604537828,3.0,0.0,0.01
62,kygak6r7,history,A22MEVRYHR4HQI,3owbwkpb,1,95,[94],544.310750636277,2.0,0.0,0.01
63,kygak6r7,history,A1JBSFXMMRGSQD,k8xay20s,1,97,[95],1075.0,21.0,0.0,0.07
64,kygak6r7,history,AMDKQKEILEP2N,rifnlzud,1,99,[97],925.32827608167,70.0,0.0,0.24
65,kygak6r7,history,A3RBA581BHJDR8,wzoymt3m,1,102,[99],861.8253551741051,3.0,0.0,0.01
66,kygak6r7,history,AHHZSQ676G96M,wcflzsw8,1,101,[102],1270.05841815131,30.0,1.0,1.1
67,kygak6r7,history,AB7EPYZDNM1EE,zytxjzbr,1,106,[101],1200.0,9.0,1.0,1.03
68,kygak6r7,history,A27XT758BATC6B,r1dv25t1,1,108,[106],317.514604537828,4.0,0.0,0.01
69,kygak6r7,history,AV3CA0IYNRCCJ,pg0wah8y,1,109,[108],453.59229219689695,10.0,0.0,0.03
70,kygak6r7,history,A2VDBWIHWE1SVD,omtcxnzn,1,111,[109],453.59229219689695,5.0,0.0,0.02
71,kygak6r7,history,A32A909IXCYX9A,u1qvaviy,1,114,[111],174.0,8.0,0.0,0.03
72,kygak6r7,history,A12RFSF64ECMGQ,aqd6mkih,1,116,[114],200.0,63.0,0.0,0.21
73,kygak6r7,history,A33CI4Z7Z690HX,iery8w3k,1,118,[116],1133.98073049224,7.0,1.0,1.03
74,kygak6r7,history,A2O2Y99RA9GFUJ,2p425rpn,1,119,[118],1451.4953350300698,9.0,0.0,0.03
75,kygak6r7,history,A13V0NPDUTT2LZ,rx9d87b7,1,120,[119],1360.77687659069,1.0,0.0,0.01
76,kygak6r7,history,AE8VCMPRGG0QI,6ccvq6gv,1,121,[120],1451.4953350300698,7.0,0.0,0.03
77,kygak6r7,history,A2OYV1JVQV6KIC,i98xiyr9,1,122,[121],1360.77687659069,2.0,0.0,0.01
78,kygak6r7,history,A1FB2ZVY1CUHH1,no650xsx,1,123,[122],1587.57302268914,11.0,0.0,0.04
79,kygak6r7,history,A27XBGPT7EEZJR,to0nbhcg,1,126,[123],1587.57302268914,25.0,0.0,0.09
80,kygak6r7,history,A8OE2E20OZYKI,w8mwkybo,1,129,[126],1632.93225190883,8.0,0.0,0.03
81,kygak6r7,history,A3ADP9S07L92RY,sxsuqsc5,1,131,[129],2000.0,4.0,0.0,0.01
82,kygak6r7,history,A139DFNZS0I9RB,frf02zc7,1,132,[131],1250.0,27.0,1.0,1.09
83,kygak6r7,history,APYYV3B1MT2B6,911227h5,1,133,[132],1234.0,2.0,1.0,1.01
84,kygak6r7,history,A1IYHQPPOACU83,v3bu9zbg,1,135,[133],1245.0,8.0,1.0,1.03
85,kygak6r7,history,A2L366NNL1YG5W,0q6a6c25,1,134,[135],543.403566051883,3.0,0.0,0.01
86,kygak6r7,history,A33ZLD9ZLNKLT9,499a9qhm,1,137,[134],544.310750636277,25.0,0.0,0.09
87,kygak6r7,history,ANA6GAJSE5W10,qgw2ft57,1,138,[137],1088.62150127255,5.0,0.0,0.02
88,kygak6r7,history,AZBH4LJ5SL456,8mtdus6l,1,140,[138],2600.0,7.0,0.0,0.02
89,kygak6r7,history,A28G1WIOO1E247,ejhs1shm,1,141,[140],542.9499737596859,33.0,0.0,0.11
90,kygak6r7,history,AIKGRONGYB038,79dk2pp8,1,144,[141],680.388438295346,55.0,0.0,0.18
91,kygak6r7,history,A2JPOXYZM5AJZZ,50keaomz,1,145,[144],816.466125954415,3.0,0.0,0.01
92,kygak6r7,history,A3PFJDD9HBQHMK,9mjari1g,1,146,[145],873.165162479027,8.0,0.0,0.03
93,kygak6r7,history,A3FOL78K2EQYVN,vmx6p782,1,147,[146],929.8641990036391,3.0,0.0,0.01
94,kygak6r7,history,A1NKALTJ3MV9WE,mkyv6zp7,1,148,[147],1133.98073049224,8.0,1.0,1.03
95,kygak6r7,history,A24W1M0GILRCJ3,aw80l6ab,1,149,[148],1500.0,8.0,0.0,0.03
96,kygak6r7,history,A2Z25LNEA141M7,fgsqlkqr,1,150,[149],2500.0,5.0,0.0,0.02
97,kygak6r7,history,A9WGDBDXUNLOD,pc3wxaan,1,151,[150],861.8253551741051,6.0,0.0,0.02
98,kygak6r7,history,A290EZ9O3FX63O,k6ds30lq,1,152,[151],226.796146098449,3.0,0.0,0.01
99,kygak6r7,history,AB2FIHXK5NFV7,c3uqk4s9,1,153,[152],290.29906700601396,3.0,0.0,0.01
100,kygak6r7,history,A3C3L0ELLH9G1I,0p8viz76,1,155,[153],498.951521416587,4.0,0.0,0.01
101,kygak6r7,history,A3MAX9VZ9377NI,gv4wc7s9,1,157,[155],1360.77687659069,3.0,0.0,0.01
102,kygak6r7,history,A1ZL0NB1QPNTOS,2wqalulk,1,158,[157],1224.6991889316198,52.0,1.0,1.18
103,kygak6r7,history,A2DBWV8AG1BKF0,cs9yqrx8,1,159,[158],1360.77687659069,45.0,0.0,0.15
104,kygak6r7,history,A38OXCT7178T58,jgwfm3oe,1,162,[159],1365.31279951266,18.0,0.0,0.06
105,kygak6r7,history,AOPI4DCPSO8H4,d51wyrbo,1,166,[162],680.388438295346,7.0,0.0,0.02
106,kygak6r7,history,ALI92G1065WRG,vnbzj8c4,1,167,[166],816.466125954415,7.0,0.0,0.03
107,kygak6r7,history,A3EMEMWJDM5DAR,d21kail6,1,170,[167],1133.98073049224,5.0,1.0,1.02
108,kygak6r7,history,A2DDLZD87UHANI,5e67hc40,1,169,[170],1500.0,87.0,0.0,0.29
109,kygak6r7,history,A2MDFKOD2G3R4D,r5pagpg9,1,172,[169],1814.3691687875896,4.0,0.0,0.01
110,kygak6r7,history,A1YHIQHLLLQIIQ,2f3i1dgy,1,173,[172],1564.8934080793,48.0,0.0,0.16
111,kygak6r7,history,A2EZVULYVJOPNO,gz11wz0f,1,174,[173],1175.0,2.0,1.0,1.01
112,kygak6r7,history,A25H46VOIR3B4H,he2bx2eq,1,175,[174],1192.94772847784,8.0,1.0,1.03
113,kygak6r7,history,A37EYHPXPZ9LU,rzcrm6dk,1,177,[175],861.8253551741051,43.0,0.0,0.15
114,kygak6r7,history,A24KFVPD7QYZUK,x9a3t7ej,1,178,[177],1160.0,7.0,1.0,1.02
115,kygak6r7,history,A5LYLHG880ABE,ur3u8uhy,1,179,[178],1170.0,7.0,1.0,1.02
116,kygak6r7,history,A1KJA7VYODZUVT,469goe8o,1,181,[179],967.9659515481779,26.0,0.0,0.09
117,kygak6r7,history,A2JMIAOV67CPHI,y6fi11k1,1,182,[181],680.388438295346,51.0,0.0,0.17
118,kygak6r7,history,ADYYCYVBZE1V5,iokfg2zc,1,183,[182],1180.0,84.0,1.0,1.28
119,kygak6r7,history,A2OSJ7ONK5Y0AY,njd25npc,1,185,[183],1175.0,88.0,1.0,1.29
120,kygak6r7,history,A1SBFOZG5J97Z1,t5f78ux7,1,188,[185],1170.0,9.0,1.0,1.03
121,kygak6r7,history,A18WJ3IF2SAJ12,b5fwytv1,1,189,[188],1150.0,29.0,1.0,1.1
122,kygak6r7,history,A28A3HF3LSEIDT,3vtucu6g,1,190,[189],1170.0,29.0,1.0,1.1
123,kygak6r7,history,A2FE0I7W269C1C,v0tu6prw,1,191,[190],1133.98073049224,11.0,1.0,1.04
124,kygak6r7,history,A2CZR0MGSEILRP,hsdtqvz2,1,192,[191],817.373310538809,46.0,0.0,0.16
125,kygak6r7,history,A2X2NJ5MCVJCLW,ohtggw14,1,194,[192],723.5,53.0,0.0,0.18
126,kygak6r7,history,A9ZBEA4T2FNZ3,1lkos5go,1,193,[194],1240.0,110.0,1.0,1.37
127,kygak6r7,history,AEOT74WAPK0A4,75m6nrc0,1,196,[193],1180.0,90.0,1.0,1.3
128,kygak6r7,history,AJ32V2I6J9PET,um1ibtos,1,200,[196],1170.0,10.0,1.0,1.03
129,kygak6r7,history,A32OQIKGNOPDKC,eoz46a8x,1,199,[200],1124.9088846483,37.0,1.0,1.13
130,kygak6r7,history,A27QBHT6EAY59H,hh24gagi,1,201,[199],793.78651134457,67.0,0.0,0.23
131,kygak6r7,history,A3980M16RUS4KQ,3nbuvmcf,1,203,[201],1170.0,49.0,1.0,1.16
132,kygak6r7,history,A23R7BFNJWDB3J,rorvlvr7,1,204,[203],1160.0,39.0,1.0,1.13
133,kygak6r7,history,A1ETJBNTO9ZWZ8,y554ztnk,1,206,[204],816.466125954415,28.0,0.0,0.09
134,kygak6r7,history,A377PON9N4JZEY,gilgwjdr,1,205,[206],1180.0,71.0,1.0,1.24
135,kygak6r7,history,A3RK24IUUN6NYS,87gjbj2w,1,209,[205],1133.98073049224,1.0,1.0,1.01
136,kygak6r7,history,A62H1UZADLF7Q,h0m1llha,1,208,[209],2041.1653148860398,52.0,0.0,0.17
137,kygak6r7,history,ADMPIBL7UKJUS,o7s54uwi,1,210,[208],936.668083386593,2.0,0.0,0.01
138,kygak6r7,history,A13XLDUDAKVQSZ,gv5ta5oa,1,211,[210],589.6699798559661,12.0,0.0,0.04
139,kygak6r7,history,A1FHIX12RF362M,sexde499,1,212,[211],680.388438295346,10.0,0.0,0.03
140,kygak6r7,history,A17KX9Q5PE4VXR,wtc5mss6,1,213,[212],362.873833757518,9.0,0.0,0.03
141,kygak6r7,history,AQGFIF4GOVTQX,lq5z8kmn,1,214,[213],544.310750636277,9.0,0.0,0.03
142,kygak6r7,history,A48EUSNJ5PQQF,68spxkp2,1,216,[214],1240.0,28.0,1.0,1.09
143,kygak6r7,history,A37AWU2VH1ZIXX,r744kwih,1,218,[216],1451.4953350300698,8.0,0.0,0.03
144,kygak6r7,history,A122MG9OM42UDP,zp14w4h3,1,219,[218],385.553448367363,21.0,0.0,0.07
145,kygak6r7,history,A228457A3CMGYF,enuo6uj7,1,221,[219],408.23306297720706,8.0,0.0,0.03
146,kygak6r7,history,A3TPNIQ3HFY3WD,ttijspxw,1,223,[221],396.893255672285,5.0,0.0,0.02
147,kygak6r7,history,A1RHFC48XX4G2I,ms2datql,1,224,[223],405.965101516223,10.0,0.0,0.03
148,kygak6r7,history,A31AI87X2GIPWH,yp258vc9,1,226,[224],397.346847964482,10.0,0.0,0.04
149,kygak6r7,history,A1Q2C5GJTB09WW,advxybtz,1,231,[226],408.23306297720706,8.0,0.0,0.03
150,kygak6r7,history,ANUG05IDFTWF,0f8eqo7v,1,232,[231],442.25248489197503,7.0,0.0,0.03
151,kygak6r7,history,A2LED6ZGVIMIJT,v4u5xokz,1,235,[232],340.194219147673,9.0,0.0,0.03
152,kygak6r7,history,A3EWC3BN8RU33I,o79d7z5q,1,236,[235],907.1845843937939,2.0,0.0,0.01
153,kygak6r7,history,ASNIJB33IXAH9,v826a4a1,1,237,[236],816.466125954415,5.0,0.0,0.02
