,task,mturker,method,views,session,code,id,order,hist,guess,bonus,dots
45,ox,A3Q9OAFXI02VFG,min,1,qbp8ivmd,u1mcyj49,46,27,[45],340.1942191,0.0,1233
46,ox,AIX33DZVKYC9Q,min,1,qbp8ivmd,z9a01bol,47,28,[45],164.20040980000002,0.0,1233
47,ox,A1XPX2ES3NROA1,min,1,qbp8ivmd,kvyhn26y,48,29,[45],317.0610122,0.0,1233
48,ox,A2OV8Q2TFGMGCB,min,1,qbp8ivmd,pzseykj6,49,30,[45],226.79614610000002,0.0,1233
49,ox,A3CBN6Y98YGAHZ,min,1,qbp8ivmd,9j520eif,50,31,[45],147.78036880000002,0.0,1233
50,ox,A3P8G2EZJ8NFJP,min,1,qbp8ivmd,vkc38ki8,51,32,[45],181.4369169,0.0,1233
51,ox,AILJ4322JAUJ1,min,1,qbp8ivmd,5kwci9dn,52,33,[45],907.1845844000001,0.0,1233
52,ox,A3URWXSQKOLCNU,min,1,qbp8ivmd,j1cpl5wf,53,34,[45],350.0,0.0,1233
55,ox,AAICZ4OJOL83Y,min,1,qbp8ivmd,7k1ylkul,56,36,[45],150.0,0.0,1233
57,ox,A2XTDTDT3QSCB,min,1,qbp8ivmd,59txgqro,58,37,[45],160.0,0.0,1233
58,ox,AFT6VDMD6VGDG,min,1,qbp8ivmd,78pocusb,59,38,[45],1400.0,0.0,1233
60,ox,A2WPPQC8S3ICVZ,min,1,qbp8ivmd,5bprux4x,61,39,[45],408.233063,0.0,1233
61,ox,A2G8Y6J03VIXVM,min,1,qbp8ivmd,3ivkoddv,62,40,[45],1200.0,1.0,1233
62,ox,A2FX59BFPTTIM0,min,1,qbp8ivmd,g0jwym51,63,41,[45],155.1,0.0,1233
63,ox,A3EL0EEIRKNWZW,min,1,qbp8ivmd,7t1ygvjj,64,42,[45],158.7573023,0.0,1233
67,ox,ALHAO8VJDTR7G,min,1,qbp8ivmd,vdqplakk,68,44,[45],235.4143997,0.0,1233
68,ox,A30H5IF78HYZJ4,min,1,qbp8ivmd,67o6uw4v,69,45,[45],269.4338216,0.0,1233
69,ox,A3ELD23VP27XJ6,min,1,qbp8ivmd,69wezt93,70,46,[45],493.0548216,0.0,1233
71,ox,A3MUD5ZMRNQ5I7,min,1,qbp8ivmd,tm3xabn8,72,47,[45],158.7573023,0.0,1233
73,ox,A3UN9YYKM944VX,min,1,qbp8ivmd,omkj1h2l,74,48,[45],353.8019879,0.0,1233
74,ox,A5OJ7FHDAEHR9,min,1,qbp8ivmd,3wd8qjor,75,49,[45],353.8019879,0.0,1233
75,ox,A3BXN82OU9E4RW,min,1,qbp8ivmd,pr7dbbfn,76,50,[45],408.233063,0.0,1233
76,ox,A1AKRYHM22KQJO,min,1,qbp8ivmd,jnfslqnc,77,51,[45],1500.0,0.0,1233
78,ox,A3M7H7MQZIEDXM,min,1,qbp8ivmd,u8lpdv5k,79,52,[45],190.50876269999998,0.0,1233
79,ox,A1NG6N2ZS58Q5O,min,1,qbp8ivmd,edwuprur,80,53,[45],204.1165315,0.0,1233
80,ox,A90U84Y2QSBID,min,1,qbp8ivmd,wel4ywe4,81,54,[45],163.2932252,0.0,1233
81,ox,AQV468FB908WI,min,1,qbp8ivmd,ouahd7qc,82,55,[45],952.5438136,0.0,1233
82,ox,A1WNMXXXDHLW8R,min,1,qbp8ivmd,qrk6z3kt,83,56,[45],503.9410366,0.0,1233
83,ox,A35TB5M1ZHJZT4,min,1,qbp8ivmd,i5mkkik8,84,57,[45],340.1942191,0.0,1233
84,ox,ATQH0J0G7LVWY,min,1,qbp8ivmd,aqq3j38f,85,58,[45],158.7573023,0.0,1233
89,ox,A1X2NQA2K6B0R8,min,1,qbp8ivmd,xljirncw,90,59,[45],233.6000305,0.0,1233
91,ox,A3GDLH4OBS9NRX,min,1,qbp8ivmd,pl7kkw01,92,60,[45],544.3107506,0.0,1233
92,ox,A1SM0IKQ4OTSCI,min,1,qbp8ivmd,i1a6b5cu,93,61,[45],204.1165315,0.0,1233
93,ox,A1F7HBLXK8JOY8,min,1,qbp8ivmd,ptk9pbex,94,62,[45],204.1165315,0.0,1233
97,ox,A1MLSQ9B83ML4B,min,1,qbp8ivmd,1szr18w5,98,63,[45],204.1165315,0.0,1233
98,ox,A3VBOO27SLML0,min,1,qbp8ivmd,btvsdrgb,99,64,[45],544.3107506,0.0,1233
99,ox,A3GZO4JCO9FBH8,min,1,qbp8ivmd,zkiqo9b8,100,65,[45],145.1041743,0.0,1233
100,ox,A2FGLOSBRMAH0Y,min,1,qbp8ivmd,37tpay8y,101,66,[45],197.3126471,0.0,1233
101,ox,APBYO1615K1SZ,min,1,qbp8ivmd,iuexxj0q,102,67,[45],145.1041743,0.0,1233
102,ox,A406EO3HG3FVF,min,1,qbp8ivmd,b0n87iyn,103,68,[45],145.1,0.0,1233
103,ox,A3BAS2X8DZG3OR,min,1,qbp8ivmd,tjvnerzd,104,69,[103],1232.86385,1.0,1233
104,ox,A2JDJF86FCPBR9,min,1,qbp8ivmd,1dxi7qt7,105,70,[103],539.7748277000001,0.0,1233
106,ox,A2H1KT4NRYLPWP,min,1,qbp8ivmd,3e99knls,111,75,[103],276.6912982,0.0,1233
107,ox,A1WM6KSGMDPLYI,min,1,qbp8ivmd,bvko5cmo,112,76,[103],544.3107506,0.0,1233
109,ox,AO6WN8D3OL48K,min,1,qbp8ivmd,z5enac0q,114,77,[103],816.466126,0.0,1233
110,ox,AF1MN25P3XFLG,min,1,qbp8ivmd,27oqmaz5,115,78,[103],350.0,0.0,1233
113,ox,AB1QZ2MT5V1VD,min,1,qbp8ivmd,jsvnd1tw,118,80,[103],1043.2622720000002,0.0,1233
114,ox,A3NY5NUG0N334W,min,1,qbp8ivmd,kz4za67y,119,81,[103],288.0311055,0.0,1233
115,ox,A2MJ1KONL3P0II,min,1,qbp8ivmd,nc42zgu1,120,82,[103],145.1041743,0.0,1233
117,ox,A3HITJTDC78UVZ,min,1,qbp8ivmd,7bgkxkdb,122,83,[103],439.0773388,0.0,1233
119,ox,A3VOE559YO2YG5,min,1,qbp8ivmd,rzzdsr4b,124,84,[103],1100.0,0.0,1233
118,ox,A1TJGS991843O7,min,1,qbp8ivmd,axb0e4m9,123,85,[103],1300.0,1.0,1233
122,ox,AX32IFIUT0WS8,min,1,qbp8ivmd,26iqgxpr,127,87,[103],381.01752539999995,0.0,1233
123,ox,A3TP4A1Z87327Y,min,1,qbp8ivmd,y3vkyt2j,128,88,[103],544.3107506,0.0,1233
124,ox,AY1K2CMOF4L36,min,1,qbp8ivmd,qnnuuxpo,129,89,[103],816.466126,0.0,1233
125,ox,A3RJSQMOPSRZ70,min,1,qbp8ivmd,e93y999u,130,90,[103],145.1,0.0,1233
127,ox,AXGSUFCAK8W0H,min,1,qbp8ivmd,4h6h609r,132,91,[130],453.59229220000003,0.0,1233
128,ox,A13L2X1WLAVRC3,min,1,qbp8ivmd,wowayq8d,133,92,[130],181.4369169,0.0,1233
130,ox,A2IWEG5LM0PTIC,min,1,qbp8ivmd,3gg7dcy4,135,94,[130],324.40920739999996,0.0,1233
131,ox,A184XW65ATAD24,min,1,qbp8ivmd,j3qh6zwp,136,95,[130],378.749564,0.0,1233
132,ox,AGHWGYH0F2HD1,min,1,qbp8ivmd,7u00bts0,137,96,[130],200.0,0.0,1233
133,ox,A3IUWKICKWZZUH,min,1,qbp8ivmd,oazcgdzd,138,97,[130],407.7794707,0.0,1233
135,ox,A2C39KTRMOM1XZ,min,1,qbp8ivmd,0z394nhp,140,98,[130],358.3379108,0.0,1233
136,ox,AJ86CAZX0QCE9,min,1,qbp8ivmd,6mqk76mp,141,99,[130],290.299067,0.0,1233
137,ox,A13L6CF03BPRLE,min,1,qbp8ivmd,ll1umxn9,142,100,[130],1233.0,1.0,1233
139,ox,AKC4O88D0D18F,min,1,qbp8ivmd,aysefy8u,144,101,[130],1233.0,1.0,1233
140,ox,AR717UEVGEJHR,min,1,qbp8ivmd,n0ea5q6p,145,102,[130],6803.884383,0.0,1233
141,ox,AQGNAN3CKLKT5,min,1,qbp8ivmd,wvee1nz5,146,103,[130],226.79614610000002,0.0,1233
142,ox,A2EBYQRFYV3B0X,min,1,qbp8ivmd,bmrpuuya,147,104,[130],544.3107506,0.0,1233
143,ox,A1RQXF5O279XFQ,min,1,qbp8ivmd,81qjkmit,148,105,[130],249.4757607,0.0,1233
144,ox,A2M5I4KGKF9J7Q,min,1,qbp8ivmd,9rrl0224,149,106,[130],147.417495,0.0,1233
145,ox,A11P9G6S06G4ZA,min,1,qbp8ivmd,spwzp02e,150,107,[130],680.3884383,0.0,1233
146,ox,A1UMMLAC4K7PS4,min,1,qbp8ivmd,3hmimh6a,151,108,[130],498.9515214,0.0,1233
148,ox,A3J9HS8I5DUO9V,min,1,qbp8ivmd,pigkohlo,153,109,[130],1100.0,0.0,1233
149,ox,AEQ1FIT3SYXWZ,min,1,qbp8ivmd,mn8pyjsd,154,110,[130],1587.5730230000001,0.0,1233
150,ox,A11OGJ4BGNDXQM,min,1,qbp8ivmd,lj5xigbp,155,111,[130],362.8738338,0.0,1233
152,ox,A3UM6MEZIU60I7,min,1,qbp8ivmd,aaooj063,157,112,[130],589.6699798999999,0.0,1233
153,ox,A12X2S87LC2PMU,min,1,qbp8ivmd,naxh60w4,158,113,[130],680.3884383,0.0,1233
154,ox,A3IDBFPW2T9P5D,min,1,qbp8ivmd,qt5lemii,159,114,[130],453.59229220000003,0.0,1233
155,ox,A1XZ40T91S5YFU,min,1,qbp8ivmd,fdn53wr0,160,115,[130],289.39188239999993,0.0,1233
157,ox,A5ZCBF46DNM1B,min,1,qbp8ivmd,ocb3phig,162,116,[130],294.8349899,0.0,1233
158,ox,A1BT0YH8F6IMOW,min,1,qbp8ivmd,hv1y4vrd,163,117,[130],272.1553753,0.0,1233
159,ox,A2MX58PSSC7HFV,min,1,qbp8ivmd,grtodzcx,164,118,[130],1088.621501,0.0,1233
160,ox,A13J52GWJM60EM,min,1,qbp8ivmd,jarh7gyn,165,119,[130],816.466126,0.0,1233
161,ox,AHMYV0Z9HVQJI,min,1,qbp8ivmd,6fpj0r1b,166,120,[130],254.01168360000003,0.0,1233
162,ox,A1NJDB01C6Z4N1,min,1,qbp8ivmd,yh5p9w6b,167,121,[130],512.5592902,0.0,1233
163,ox,A3THR2UWGQNVX4,min,1,qbp8ivmd,lgh4zl74,168,122,[130],249.4757607,0.0,1233
164,ox,A1WISFBL3J5Z12,min,1,qbp8ivmd,fd5o0xms,169,123,[130],500.0,0.0,1233
165,ox,AMSS4IEQ9SNS1,min,1,qbp8ivmd,e8nytoj4,170,124,[130],1133.98073,1.0,1233
167,ox,A1PI5AECW7SK82,min,1,qbp8ivmd,whmajabf,172,125,[130],136.07768769999998,0.0,1233
168,ox,A1WNHGZ8S46T3C,min,1,qbp8ivmd,fdp5kah9,173,126,[172],1360.776877,0.0,1233
170,ox,AW0JF1A0TX2U,min,1,qbp8ivmd,2bajiq5v,175,127,[172],907.1845844000001,0.0,1233
171,ox,A26BJC7ER7MMUY,min,1,qbp8ivmd,55knutra,176,128,[172],340.1942191,0.0,1233
172,ox,A3UP896C2X50ED,min,1,qbp8ivmd,w0n0woxu,177,129,[172],907.1845844000001,0.0,1233
173,ox,A1S3NIG6512KP4,min,1,qbp8ivmd,4gabwc4o,178,130,[172],428.0,0.0,1233
174,ox,A3SFMX0BWXI36J,min,1,qbp8ivmd,3ojwh0rr,179,131,[172],408.233063,0.0,1233
175,ox,AD7XOAACNI0T7,min,1,qbp8ivmd,xovpulst,180,132,[172],170.09710959999998,0.0,1233
176,ox,A268SWOS479FCX,min,1,qbp8ivmd,filyrpvo,181,133,[172],396.8932557,0.0,1233
177,ox,A1LKQ1257D201J,min,1,qbp8ivmd,dutbmlu0,182,134,[172],226.79614610000002,0.0,1233
178,ox,A2ECJUTIAHSOTP,min,1,qbp8ivmd,dw1n0yay,183,135,[172],317.5146045,0.0,1233
179,ox,A3D3CERV4FG6FB,min,1,qbp8ivmd,mt7shkie,184,136,[172],385.5534484,0.0,1233
180,ox,ADOVF9SBJJK33,min,1,qbp8ivmd,pmoqvqrq,185,137,[172],498.9515214,0.0,1233
181,ox,A1SVUNEZBEG1X8,min,1,qbp8ivmd,bt3hxv3i,186,138,[172],362.8738338,0.0,1233
182,ox,AJJLOKGREYQ3V,min,1,qbp8ivmd,ckx8ms0s,187,139,[172],385.5534484,0.0,1233
183,ox,A2F9DG86SP81O4,min,1,qbp8ivmd,doj7wcme,188,140,[172],408.233063,0.0,1233
184,ox,A718171FDZ6HC,min,1,qbp8ivmd,clt5pl9w,189,141,[172],1179.33996,1.0,1233
186,ox,A3VS95PII10SM1,min,1,qbp8ivmd,qg18lrwe,191,142,[172],294.8349899,0.0,1233
187,ox,ACJK1CSODSI6N,min,1,qbp8ivmd,3i8twsn4,192,143,[172],154.2213793,0.0,1233
188,ox,AXM011R83WRKI,min,1,qbp8ivmd,0jrt2p77,193,144,[172],1450.0,0.0,1233
189,ox,A1PW9XMRZQM7ZC,min,1,qbp8ivmd,78e2c6jz,194,145,[172],226.79614610000002,0.0,1233
190,ox,A2QECLOA8O0D20,min,1,qbp8ivmd,wg9nhzhe,195,146,[172],453.59229220000003,0.0,1233
191,ox,A2IF4TYEH1MUKQ,min,1,qbp8ivmd,eh44p3qb,196,147,[172],447.24200010000004,0.0,1233
192,ox,A2RMHGVU2K97BF,min,1,qbp8ivmd,1g93k6ty,197,148,[172],510.29132869999995,0.0,1233
193,ox,A2JISAJBHTFGDI,min,1,qbp8ivmd,iq8jzct1,198,149,[172],816.466126,0.0,1233
194,ox,A1GXKLEEY3FB40,min,1,qbp8ivmd,xkvuxps8,199,150,[172],498.9515214,0.0,1233
195,ox,AEGKZQKMJTBAJ,min,1,qbp8ivmd,bco3rqre,200,151,[172],124.7378804,0.0,1233
196,ox,AQ64IKQFVU0BF,min,1,qbp8ivmd,6r34n997,201,152,[200],498.9515214,0.0,1233
197,ox,A2SLF9OF59T7ZQ,min,1,qbp8ivmd,wmuqli83,202,153,[200],470.0,0.0,1233
