participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.consent,player.is_dropout,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,za0qsqlk,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:01:48.558080+00:00,1,A31Z5TPD8QKE26,378XPAWRUDWMJZFKJ9E3O9Z65BWAII,0.34,11,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
12,y6heglgw,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:01:49.621541+00:00,1,A2KBTDHM44J7X4,36TFCYNS45TYJHCTO1OW859P6JQHX0,0.00,12,0,1,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
13,ve45tzal,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:01:56.627540+00:00,1,AXQWKUJF7SQXP,32EYX73OY1SJR7W1F1P322CRZA7RUF,0.12,13,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
14,to3pwag1,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:01:58.654577+00:00,1,A3GFC0TORB3TDI,3KRVW3HTZO4CFER5LOYM120T8QNMS6,0.15,14,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
15,woea2lav,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:02:08.125244+00:00,1,AKX2W7899TSSJ,3EKVH9QMEZNG6L4UEGKDRU0V1IWD2C,0.43,15,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
16,8ip9lk4g,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:02:16.461465+00:00,1,A2S834OHCORO1W,37M28K1J0RWIEAZQ1RZ30AE6IQLAJU,0.40,16,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
17,42dev4cp,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:02:19.139802+00:00,1,A2J7L7S9GCPJ8V,36H9ULYP63DDA1GYC7LVEBPXF6YFJC,0.50,17,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
18,uv5c6vx2,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:02:31.450604+00:00,1,AIT1599C1IXTK,3GM6G9ZBKOGDUE4KAO3CB7WFA91MTV,0.00,18,0,1,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
19,fbza6cwd,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:02:32.014329+00:00,1,A1G2UWOQCLM4B0,3QAVNHZ3ENNO90NQ4CBGGPRYMFQALW,0.00,19,0,1,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
20,2ijh2r8m,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:02:36.818190+00:00,1,A1EKVUFWL7OJMO,36NEMU28XGW5MV8E5T8NYR3EE3JMWL,0.53,20,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
21,hqn9ukjc,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:02:48.007158+00:00,1,A2HVCE3UU4F3PU,3DY4FPOOA27J4ML1KRZ8YOEADHGRV4,0.00,21,0,1,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
22,2nxo7n5r,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:03:30.185722+00:00,1,ATQA5XDT6FQGZ,3Y5140Z9DYZT63LM8SW0E4O14XWPID,0.23,22,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
23,cij42c2c,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:03:45.286803+00:00,1,A4QDCBGN79832,3P529IW9KZ4J5R4YFSX8UQ2PJV3FLE,0.45,23,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
24,ukt1u2p0,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:04:20.716016+00:00,1,AH5GP84SZ6DHL,3C8HJ7UOP8D9GQDJGGSUXVXWV5NMZB,0.12,24,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
25,nj523jh8,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:04:31.095842+00:00,1,A1SNC8UL8YFRH5,36TFCYNS45TYJHCTO1OW859P6JQHX0,0.26,25,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
26,ayq6brk0,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:05:02.952170+00:00,1,A4H1NYJVE7C53,3DZQRBDBSMYBTSJVF6T753RN8Z6S3W,1.29,26,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
27,zhsx9710,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:05:29.943696+00:00,1,A1VNV1899K7L05,3NC5L260MP5RBC7VSKD0M76JE08FOV,0.00,27,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
28,4xt72ynx,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:05:50.651401+00:00,1,A58D0XGXKAX56,3IUZPWIU1PQAW78BKHV7JEBAPYOKWE,0.00,28,0,1,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
29,2zvvhumh,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:06:46.628682+00:00,1,A2C59WG3U48S6O,3DYGAII7PMR6N195L019N6FNV7DPQG,0.00,29,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
30,pqocsdq1,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:07:18.362199+00:00,1,A27T5O2Y7AIH6T,3GLB5JMZFYE6LFC1DV52TYUWB11DGV,0.00,30,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
31,k8jqmsnp,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:08:48.526173+00:00,1,A317RA15E0SZ4P,3NPI0JQDAPOJFH1X24V4SBQAFECPTU,0.00,31,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
32,bpvgoqin,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:09:58.388085+00:00,1,A2K0ZIL8MS0N3E,3WEV0KO0ONB9BKLS8VZJICDZZCVSDU,0.00,32,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
33,mfj0y2c9,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:10:21.948869+00:00,1,A389UKK5Y8REOQ,3J88R45B2HHQWYAH7EW1HEBGSA0PXD,0.01,33,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
34,8jyaj2pf,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:10:25.950848+00:00,1,A2K56J9POYUFCA,378XPAWRUDWMJZFKJ9E3O9Z65BWIAQ,0.00,34,0,1,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
35,w3ookgvk,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:11:44.117408+00:00,1,A1527SJID947BJ,39LNWE0K4VF6Y8TIPEVUOAB0CEOUIE,0.12,35,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
36,h8le9vsv,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:11:51.996672+00:00,1,APQMFEY1KUL6A,317HQ483I8BT3I99SDJ8AFJ64IVNIF,0.00,36,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
37,l5gcl73b,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:11:55.946198+00:00,1,AHFEDGGIOG8DK,39ZSFO5CA9F2TJDO7WGU0BQ0PTDUJQ,0.19,37,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
38,qu8jke3m,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:13:02.619871+00:00,1,A144E4UEZ4AGM3,3ZSANO2JCGQ694ZOZ1U96CGKBPBSF5,0.12,38,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
39,tixdc0jd,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:13:55.429812+00:00,1,A2C8ORKQRSP0GX,378XPAWRUDWMJZFKJ9E3O9Z65BWIAQ,0.00,39,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
40,6z1jbqcm,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:14:27.785958+00:00,1,A23C0K84LJ5ZV3,38SKSKU7R2G3FI6OG03TXNFHZNVLIB,1.00,40,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
41,lw57wsaj,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:16:09.680985+00:00,1,A142CND4VJ9JWD,386PBUZZXGGZATQUYIOT9OUHC2KLJN,0.07,41,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
42,5jbuyaef,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:16:17.839646+00:00,1,A2IQPCAZH3Z2YH,3TXMY6UCAF7NTC01GVF336GGWOYQC3,0.13,42,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
43,vhy7sv54,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:16:17.995110+00:00,1,AMYURTQIMAC8T,3II4UPYCOKQXY46FGRAENCYYHOAQD3,0.27,43,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
44,miuf9733,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:16:52.336126+00:00,1,AKU8W6XB2OWVZ,3RU7GD8VPPCI0HOID4QEI6UODVYSP8,1.36,44,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
45,45qpedp0,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:17:16.824315+00:00,1,ACAD54DT9FU7U,3RUIQRXJBC755JEU1306P379GRPLLP,0.37,45,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
46,n4tmo7pa,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:19:31.652631+00:00,1,A13ODGEOEI0FCS,317HQ483I8BT3I99SDJ8AFJ64IVINA,0.24,46,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
47,y4rrm3gj,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:20:53.125180+00:00,1,A1V2DVUZE431GV,3DUZQ9U6SN7V51LEZGZDOYJ6ZJZSVT,0.00,47,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
48,xs5jc0nb,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:23:37.232361+00:00,1,A191V8LNTTLHSA,3L4PIM1GQUZ08GG6P2MS5NI4VYIYRK,0.00,48,0,1,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
49,yfm13mfz,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:24:46.206018+00:00,1,A3F7LBV636PIGR,3TUI152ZZC6369Q30YQJMAXPSR81QP,0.05,49,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
50,vti0ip2l,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:25:18.993432+00:00,1,AOLLFRJYOTVO1,39RP059MEICDYSA3A2CRBDQT422BMV,0.00,50,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
51,fgrdw2ge,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:29:55.240594+00:00,1,A33JXCASTTXV5J,345LHZDEDYBR85BZ4BO7K49BTWS3UO,1.00,51,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
52,zguz6qhp,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:34:21.026722+00:00,1,A16HYTYJAVIDYN,3L4PIM1GQUZ08GG6P2MS5NI4VYIYRK,0.00,52,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
53,2fm2pifi,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:38:16.636204+00:00,1,A3PXF930VZ25QB,3O6CYIULEEKOZ3DNEVZ9P1K8RPNUWM,0.00,53,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
54,8b8hr31n,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:39:26.576454+00:00,1,ADC4VXNQJ9FEW,3Y5140Z9DYZT63LM8SW0E4O14XXIP7,0.00,54,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
55,fmswo1dc,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:40:24.088487+00:00,1,A36UZHVNGAP6R6,3FE7TXL1LJ6AVU8ZJ2QXRT7UKXMQ2V,0.09,55,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
56,b2af4zjz,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:40:57.074900+00:00,1,A2LFM01A16YPKG,39GAF6DQWSJVBHMKMXKTSXWX9JNV1D,1.00,56,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
57,sskbnjyd,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:42:21.506065+00:00,1,AJQ4T7IRHIY3,3FUI0JHJPYH79BYGPRS6XVJBGJ933H,0.00,57,0,1,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
58,67hmgiz9,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:44:56.970451+00:00,1,AXKM85DGEKNO5,3LYA37P8IR6I84A0PQZBW0YPFX8BKR,1.00,58,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
59,3idsjrag,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:45:15.554792+00:00,1,A9HVFM0YUY00Q,304SM51WA4NGWNN8UZ8DNMPZWRLBS8,0.08,59,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
60,ynnuffx6,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:47:37.009703+00:00,1,A3LE6B5ITOGOZB,32SVAV9L3GS7TWX1Y67GK3XHMT1A3K,0.00,60,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
61,dcs2sirs,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:48:23.821690+00:00,1,A2VQSK29ROH94W,3SNVL38CI5B1I9263QV67K47XI8KC7,0.00,61,0,1,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
62,l1jprdnt,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:53:00.703173+00:00,1,ABMMFGRR6VFC,3NXNZ5RS1BGBPWOJ8CW61PYDLE697C,0.00,62,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
63,jqgfwcx6,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:53:25.878960+00:00,1,A2FWMAJ0Z92JAY,3IXQG4FA2UHYR8R9LT8M6RK944X9BY,0.09,63,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
64,ut7it6m5,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:53:50.131463+00:00,1,A1KYIL2MTF47U3,3EF8EXOTT2EMKMMQ586AP9L3EXI1J2,0.00,64,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
65,gqjeurck,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:54:45.393305+00:00,1,A3Q45WBMR8A0N2,3YW4XOSQKR4VY2XKH7AOWBUEVCFU1O,0.18,65,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
66,kam7ax9n,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:58:37.716947+00:00,1,A2HI8UBLE44QQX,304SM51WA4NGWNN8UZ8DNMPZWSMSBS,0.00,66,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
67,4q0f9wbh,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:58:48.494222+00:00,1,A1UIMEZ5QBCDR7,31QNSG6A5SCBBR593KQS1T3218O87M,0.00,67,0,1,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
68,n6yr7xtb,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:59:31.940120+00:00,1,A1CFE35XYUZ2DC,3LOTDFNYA8IZGLGXJ64A31J5H3AFWC,1.00,68,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
69,l0wih68v,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:01:06.807780+00:00,1,A3BYL68EBVYTOV,3KJYX6QCMAU26Y2OCMQZWXSJ31PVJL,0.00,69,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
70,fp5tzmzb,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:03:00.680058+00:00,1,A38R689MVZST8Q,3WOKGM4L72Z0E8S5P2UFJ0JF8ZN0OI,1.00,70,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
71,699lro1g,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:04:07.893596+00:00,1,A26W67Y40D5CY9,33SA9F9TRYD7A7G1OVK4LJY552VWEB,1.12,71,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
72,ilx590aa,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:06:45.354746+00:00,1,A748ETX7W2MBZ,3ZAK8W07I5XVRDC2LO6OI6B4QLB0UV,0.00,72,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
73,zyxyxvl1,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 10:08:40.678964+00:00,1,A36MOV8E6SYHCR,3Z7ISHFUH1EUV1BFMFIBSDW1B11Z85,0.00,73,0,1,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
74,x84neqm1,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:08:48.649849+00:00,1,A17SRXUZ1ZWLMM,345LHZDEDYBR85BZ4BO7K49BTXV3UT,0.00,74,1,0,0.00,1,1,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
