participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.views,session.config.wait_before_leave,session.config.pay_per_min,session.config.selection_method,session.config.real_world_currency_per_point,session.config.bonus,consent.1.player.id_in_group,consent.1.player.consent,consent.1.player.is_dropout,consent.1.player.payoff,consent.1.group.id_in_subsession,consent.1.subsession.round_number,consent.2.player.id_in_group,consent.2.player.consent,consent.2.player.is_dropout,consent.2.player.payoff,consent.2.group.id_in_subsession,consent.2.subsession.round_number,consent.3.player.id_in_group,consent.3.player.consent,consent.3.player.is_dropout,consent.3.player.payoff,consent.3.group.id_in_subsession,consent.3.subsession.round_number,consent.4.player.id_in_group,consent.4.player.consent,consent.4.player.is_dropout,consent.4.player.payoff,consent.4.group.id_in_subsession,consent.4.subsession.round_number,consent.5.player.id_in_group,consent.5.player.consent,consent.5.player.is_dropout,consent.5.player.payoff,consent.5.group.id_in_subsession,consent.5.subsession.round_number,consent.6.player.id_in_group,consent.6.player.consent,consent.6.player.is_dropout,consent.6.player.payoff,consent.6.group.id_in_subsession,consent.6.subsession.round_number,consent.7.player.id_in_group,consent.7.player.consent,consent.7.player.is_dropout,consent.7.player.payoff,consent.7.group.id_in_subsession,consent.7.subsession.round_number,consent.8.player.id_in_group,consent.8.player.consent,consent.8.player.is_dropout,consent.8.player.payoff,consent.8.group.id_in_subsession,consent.8.subsession.round_number,ox.1.player.id_in_group,ox.1.player.decision_order,ox.1.player.decision_history,ox.1.player.estimate,ox.1.player.estimate_p,ox.1.player.estimate_kg,ox.1.player.estimate_percent_diff,ox.1.player.unit,ox.1.player.early_finish,ox.1.player.wp_timer_start,ox.1.player.sec_spent,ox.1.player.sec_earned,ox.1.player.payoff,ox.1.group.id_in_subsession,ox.1.subsession.round_number,ox.1.subsession.worker_running,ox.1.subsession.someone_arriving,ox.1.subsession.pay_per_min,ox.1.subsession.wait_before_leave,ox.1.subsession.max_wait_time,ox.1.subsession.bonus,ox.1.subsession.views,ox.1.subsession.selection_method
55,klsxf5c2,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 14:01:38.496232+00:00,1,A8DWTH31EYL13,37U1UTWH9W5LTAPOCYOY6AU34AVR81,0.02,0.12,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,55,1,0,0,1,1,55,0,0,0,1,2,55,0,0,0,1,3,55,0,0,0,1,4,55,0,0,0,1,5,55,0,0,0,1,6,55,0,0,0,1,7,55,0,0,0,1,8,55,34,"[50, 52, 54]",975,975,442.2524849,0.641319964,1,,2018-07-24 14:01:54.671798+00:00,7,0.02,0,1,1,0,0,0.2,30,300,1,3,min
56,kujg6gvy,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 14:11:21.895385+00:00,1,A1VIXPE6JHGLP4,3P529IW9KZ4J5R4YFSX8UQ2QLMJFLG,0.02,0.12,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,56,1,0,0,1,1,56,0,0,0,1,2,56,0,0,0,1,3,56,0,0,0,1,4,56,0,0,0,1,5,56,0,0,0,1,6,56,0,0,0,1,7,56,0,0,0,1,8,56,35,"[50, 54, 55]",975,975,442.2524849,0.641319964,1,,2018-07-24 14:11:43.199786+00:00,4,0.02,0,1,1,0,0,0.2,30,300,1,3,min
57,7r4s2zy1,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 14:26:01.490638+00:00,1,A1E46RNRQ6P18L,3D4CH1LGEBCUIPZK1F0072B7M739GD,0.03,0.13,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,57,1,0,0,1,1,57,0,0,0,1,2,57,0,0,0,1,3,57,0,0,0,1,4,57,0,0,0,1,5,57,0,0,0,1,6,57,0,0,0,1,7,57,0,0,0,1,8,57,36,"[50, 54, 56]",430.9,949.9720507,430.9,0.65052717,0,,2018-07-24 14:26:13.096443+00:00,8,0.03,0,1,1,0,0,0.2,30,300,1,3,min
58,n6ysdk9d,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 14:37:10.106649+00:00,1,A19YI8PZGYKN6X,3G0WWMR1UW36KGXS5LOHJHATXJTNQL,0.01,0.11,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,58,1,0,0,1,1,58,0,0,0,1,2,58,0,0,0,1,3,58,0,0,0,1,4,58,0,0,0,1,5,58,0,0,0,1,6,58,0,0,0,1,7,58,0,0,0,1,8,58,37,"[50, 54, 57]",980,980,444.5204464,0.639480579,1,,2018-07-24 14:37:16.719221+00:00,1,0.01,0,1,1,0,0,0.2,30,300,1,3,min
59,s68kplda,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-24 14:58:41.178176+00:00,1,A1TF9WJNH0J4ME,3WOKGM4L72Z0E8S5P2UFJ0JGAP1O04,0,0.1,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,59,0,1,0,1,1,59,0,0,0,1,2,59,0,0,0,1,3,59,0,0,0,1,4,59,0,0,0,1,5,59,0,0,0,1,6,59,0,0,0,1,7,59,0,0,0,1,8,59,0,,,,,,,,,,,0,1,1,0,0,0.2,30,300,1,3,min
60,12h7x0uo,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 15:01:31.139327+00:00,1,AGNJKSH5LFKXZ,3STRJBFXOXAI4Q4HPCQWWU4CNVOTK1,0.01,0.11,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,60,1,0,0,1,1,60,0,0,0,1,2,60,0,0,0,1,3,60,0,0,0,1,4,60,0,0,0,1,5,60,0,0,0,1,6,60,0,0,0,1,7,60,0,0,0,1,8,60,38,"[50, 54, 57]",975,975,442.2524849,0.641319964,1,,2018-07-24 15:01:57.051469+00:00,3,0.01,0,1,1,0,0,0.2,30,300,1,3,min
61,hh9fjr3p,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-24 15:04:51.486107+00:00,1,A9TPDXYYGOW0Z,3JC6VJ2SAC2A7BK5CPV9Z0V22G9A5D,0,0.1,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,61,0,1,0,1,1,61,0,0,0,1,2,61,0,0,0,1,3,61,0,0,0,1,4,61,0,0,0,1,5,61,0,0,0,1,6,61,0,0,0,1,7,61,0,0,0,1,8,61,0,,,,,,,,,,,0,1,1,0,0,0.2,30,300,1,3,min
62,k8awbpyk,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 16:03:37.997213+00:00,1,AVLWZW54SOGHC,3FPRZHYEPZQRLK0Z91YCGQBV9UN3VL,0.02,0.12,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,62,1,0,0,1,1,62,0,0,0,1,2,62,0,0,0,1,3,62,0,0,0,1,4,62,0,0,0,1,5,62,0,0,0,1,6,62,0,0,0,1,7,62,0,0,0,1,8,62,39,"[50, 54, 57]",950,950,430.9126776,0.650516888,1,,2018-07-24 16:03:57.259337+00:00,6,0.02,0,1,1,0,0,0.2,30,300,1,3,min
63,bkt7bjl0,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 16:21:13.934206+00:00,1,A3RC4Q2X636KF5,3B2X28YI3XYB9PPBNM5AMHT8GT9B6T,0.02,0.12,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,63,1,0,0,1,1,63,0,0,0,1,2,63,0,0,0,1,3,63,0,0,0,1,4,63,0,0,0,1,5,63,0,0,0,1,6,63,0,0,0,1,7,63,0,0,0,1,8,63,40,"[54, 57, 62]",870,870,394.6252942,0.679947044,1,,2018-07-24 16:21:37.749878+00:00,7,0.02,0,1,1,0,0,0.2,30,300,1,3,min
64,tusqfydq,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 16:30:59.030310+00:00,1,A2GJH4HQ4B8VNX,3Z9WI9EOZ07SZHDMPI97IB1OC1ZKHO,0.02,0.12,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,64,1,0,0,1,1,64,0,0,0,1,2,64,0,0,0,1,3,64,0,0,0,1,4,64,0,0,0,1,5,64,0,0,0,1,6,64,0,0,0,1,7,64,0,0,0,1,8,64,41,"[54, 57, 63]",920,920,417.3049088,0.661553196,1,,2018-07-24 16:31:26.700912+00:00,5,0.02,0,1,1,0,0,0.2,30,300,1,3,min
65,jovx8kql,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 16:32:20.481592+00:00,1,A1FO5K73AYUEH,3R9WASFE20Z3AGL2UTOH25DO0VZFZ7,0.03,0.13,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,65,1,0,0,1,1,65,0,0,0,1,2,65,0,0,0,1,3,65,0,0,0,1,4,65,0,0,0,1,5,65,0,0,0,1,6,65,0,0,0,1,7,65,0,0,0,1,8,65,42,"[54, 63, 64]",1032,1032,468.1072455,0.620350977,1,,2018-07-24 16:33:53.729586+00:00,7,0.03,0,1,1,0,0,0.2,30,300,1,3,min
66,293d5klq,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 16:55:55.398730+00:00,1,A3MD960MUT5FKA,3E47SOBEYRFACECI3NAUU4PV756CIX,0.01,0.11,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,66,1,0,0,1,1,66,0,0,0,1,2,66,0,0,0,1,3,66,0,0,0,1,4,66,0,0,0,1,5,66,0,0,0,1,6,66,0,0,0,1,7,66,0,0,0,1,8,66,43,"[54, 63, 64]",870,870,394.6252942,0.679947044,1,,2018-07-24 16:56:37.788021+00:00,2,0.01,0,1,1,0,0,0.2,30,300,1,3,min
67,neausv74,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 16:59:22.858266+00:00,1,ANHZ4RHXRQHYE,3II4UPYCOKQXY46FGRAENCYZJFZDQ1,0.01,0.11,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,67,1,0,0,1,1,67,0,0,0,1,2,67,0,0,0,1,3,67,0,0,0,1,4,67,0,0,0,1,5,67,0,0,0,1,6,67,0,0,0,1,7,67,0,0,0,1,8,67,43,"[54, 63, 66]",0,,,,0,,2018-07-24 16:59:58.958574+00:00,3,0.01,0,1,1,0,0,0.2,30,300,1,3,min
68,s1xoi473,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 17:02:17.374099+00:00,1,A1XATJA7ENOGWB,38F71OA9GUF3B9MJF4YNU3HFLRIMFY,0.02,0.12,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,68,1,0,0,1,1,68,0,0,0,1,2,68,0,0,0,1,3,68,0,0,0,1,4,68,0,0,0,1,5,68,0,0,0,1,6,68,0,0,0,1,7,68,0,0,0,1,8,68,44,"[54, 63, 66]",893.5,893.5,405.2847131,0.671301936,1,,2018-07-24 17:02:29.429051+00:00,5,0.02,0,1,1,0,0,0.2,30,300,1,3,min
69,j2dfve1r,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 17:09:17.602610+00:00,1,A195R8LWDEDB6K,3A9AA95ATX5HUFQ718D6PVKX12G5PV,0.01,0.11,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,69,1,0,0,1,1,69,0,0,0,1,2,69,0,0,0,1,3,69,0,0,0,1,4,69,0,0,0,1,5,69,0,0,0,1,6,69,0,0,0,1,7,69,0,0,0,1,8,69,45,"[63, 66, 68]",900,900,408.233063,0.668910736,1,,2018-07-24 17:09:34.748144+00:00,4,0.01,0,1,1,0,0,0.2,30,300,1,3,min
70,e3m0lcr5,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 17:49:24.234394+00:00,1,A2RRM2TLRUN1WW,3KJYX6QCMAU26Y2OCMQZWXSK5REJVI,0.02,0.12,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,70,1,0,0,1,1,70,0,0,0,1,2,70,0,0,0,1,3,70,0,0,0,1,4,70,0,0,0,1,5,70,0,0,0,1,6,70,0,0,0,1,7,70,0,0,0,1,8,70,46,"[63, 66, 68]",950,950,430.9126776,0.650516888,1,,2018-07-24 17:49:58.727137+00:00,6,0.02,0,1,1,0,0,0.2,30,300,1,3,min
71,lj5cwiu1,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 17:50:07.438886+00:00,1,A3BX06N0ZZTPJY,3LEIZ60CDKIU96UPR7OPS9RDXX8Z93,0.11,0.21,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,71,1,0,0,1,1,71,0,0,0,1,2,71,0,0,0,1,3,71,0,0,0,1,4,71,0,0,0,1,5,71,0,0,0,1,6,71,0,0,0,1,7,71,0,0,0,1,8,71,47,"[63, 66, 68]",893.5,893.5,405.2847131,0.671301936,1,,2018-07-24 17:50:31.914333+00:00,32,0.11,0,1,1,0,0,0.2,30,300,1,3,min
72,v01c9w22,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 17:53:00.172537+00:00,1,A2PQEO14633TNL,32KTQ2V7REYUAZV6CIYVK7V4ITR9MX,0.02,0.12,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,72,1,0,0,1,1,72,0,0,0,1,2,72,0,0,0,1,3,72,0,0,0,1,4,72,0,0,0,1,5,72,0,0,0,1,6,72,0,0,0,1,7,72,0,0,0,1,8,72,48,"[63, 66, 71]",893.5,893.5,405.2847131,0.671301936,1,,2018-07-24 17:53:41.974844+00:00,6,0.02,0,1,1,0,0,0.2,30,300,1,3,min
73,xg4ajv58,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 17:56:59.225462+00:00,1,A3FWYOGYM4ESVH,3Y9N9SS8LZU5R30DIGYIA45O9NPD32,0.05,0.15,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,73,1,0,0,1,1,73,0,0,0,1,2,73,0,0,0,1,3,73,0,0,0,1,4,73,0,0,0,1,5,73,0,0,0,1,6,73,0,0,0,1,7,73,0,0,0,1,8,73,49,"[63, 66, 72]",875,875,396.8932557,0.67810766,1,,2018-07-24 17:57:22.388234+00:00,13,0.05,0,1,1,0,0,0.2,30,300,1,3,min
74,oumf6q3l,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 18:45:33.938370+00:00,1,AIVOCURI4951T,3Y4W8Q93L03P3C2W2Q4OTZX707LDV2,0.01,0.11,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,74,1,0,0,1,1,74,0,0,0,1,2,74,0,0,0,1,3,74,0,0,0,1,4,74,0,0,0,1,5,74,0,0,0,1,6,74,0,0,0,1,7,74,0,0,0,1,8,74,50,"[63, 66, 73]",820,1807.79086,820,0.334955393,0,,2018-07-24 18:46:06.801930+00:00,1,0.01,0,1,1,0,0,0.2,30,300,1,3,min
75,h5lp9hed,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 18:47:39.251842+00:00,1,A1ZJ5V4C6QVEUH,35K3O9HUACW5ZLU6Y6A4HVC6CPYEF8,0.02,0.12,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,75,1,0,0,1,1,75,0,0,0,1,2,75,0,0,0,1,3,75,0,0,0,1,4,75,0,0,0,1,5,75,0,0,0,1,6,75,0,0,0,1,7,75,0,0,0,1,8,75,51,"[63, 66, 73]",870,870,394.6252942,0.679947044,1,,2018-07-24 18:47:49.662297+00:00,6,0.02,0,1,1,0,0,0.2,30,300,1,3,min
76,k8n8eo1a,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-24 18:52:53.007516+00:00,1,A1DVKS3R9SLQ1H,358UUM7WR0MHTWK52TWSSAY8TQ5R7U,0,0.1,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,76,0,1,0,1,1,76,0,0,0,1,2,76,0,0,0,1,3,76,0,0,0,1,4,76,0,0,0,1,5,76,0,0,0,1,6,76,0,0,0,1,7,76,0,0,0,1,8,76,0,,,,,,,,,,,0,1,1,0,0,0.2,30,300,1,3,min
77,v3r40qn8,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 19:00:45.298271+00:00,1,ABCBQQ0R4OWNM,3F6HPJW4JEJFFR4LVBP3JIPHAPZ2WT,0.03,0.13,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,77,1,0,0,1,1,77,0,0,0,1,2,77,0,0,0,1,3,77,0,0,0,1,4,77,0,0,0,1,5,77,0,0,0,1,6,77,0,0,0,1,7,77,0,0,0,1,8,77,52,"[63, 66, 75]",925,925,419.5728703,0.659713812,1,,2018-07-24 19:01:31.498348+00:00,8,0.03,0,1,1,0,0,0.2,30,300,1,3,min
78,xwn670te,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 19:13:12.685765+00:00,1,A20Z8PQIA19KLM,3HWRJOOET6LE3QZS4QA3OUVL1FTSE6,0.03,0.13,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,78,1,0,0,1,1,78,0,0,0,1,2,78,0,0,0,1,3,78,0,0,0,1,4,78,0,0,0,1,5,78,0,0,0,1,6,78,0,0,0,1,7,78,0,0,0,1,8,78,53,"[63, 66, 75]",394.6,869.9442358,394.6,0.679967559,0,,2018-07-24 19:13:42.301657+00:00,8,0.03,0,1,1,0,0,0.2,30,300,1,3,min
79,3x2y9otk,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:04:20.462901+00:00,1,AIWAF34P16S1K,3HVVDCPGTFBDOVTYTRRN52JNLBIYTO,0.03,0.13,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,79,1,0,0,1,1,79,0,0,0,1,2,79,0,0,0,1,3,79,0,0,0,1,4,79,0,0,0,1,5,79,0,0,0,1,6,79,0,0,0,1,7,79,0,0,0,1,8,79,54,"[66, 75, 78]",870,870,394.6252942,0.679947044,1,,2018-07-24 20:04:38.101850+00:00,8,0.03,0,1,1,0,0,0.2,30,300,1,3,min
80,1rb6z4z1,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:13:11.163449+00:00,1,A3M0XW9309DTYU,3KMS4QQVK398LLMGUSL7FQPBWN2FK3,0.02,0.12,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,80,1,0,0,1,1,80,0,0,0,1,2,80,0,0,0,1,3,80,0,0,0,1,4,80,0,0,0,1,5,80,0,0,0,1,6,80,0,0,0,1,7,80,0,0,0,1,8,80,55,"[75, 78, 79]",870,870,394.6252942,0.679947044,1,,2018-07-24 20:13:47.586486+00:00,5,0.02,0,1,1,0,0,0.2,30,300,1,3,min
81,elftq9qi,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:22:23.883663+00:00,1,A5F4IEDS3YT4N,39JEC7537VKFYKWI2U9D9TFPF8ICVC,0.03,0.13,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,81,1,0,0,1,1,81,0,0,0,1,2,81,0,0,0,1,3,81,0,0,0,1,4,81,0,0,0,1,5,81,0,0,0,1,6,81,0,0,0,1,7,81,0,0,0,1,8,81,56,"[78, 79, 80]",870,870,394.6252942,0.679947044,1,,2018-07-24 20:22:44.246340+00:00,8,0.03,0,1,1,0,0,0.2,30,300,1,3,min
82,8t6ojsg5,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:23:14.525527+00:00,1,A1ZWJJ58M8SHBQ,3BEFOD78W7CTDTPUVN243ZKOW2PM4S,0.03,0.13,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,82,1,0,0,1,1,82,0,0,0,1,2,82,0,0,0,1,3,82,0,0,0,1,4,82,0,0,0,1,5,82,0,0,0,1,6,82,0,0,0,1,7,82,0,0,0,1,8,82,57,"[78, 80, 81]",800,800,362.8738338,0.705698432,1,,2018-07-24 20:23:34.580699+00:00,8,0.03,0,1,1,0,0,0.2,30,300,1,3,min
83,rp54sn76,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:41:22.146992+00:00,1,AKPMET8C2GOGI,3HYA4D452S2D45IQ5MF3FU3HFNIF2J,0.01,0.11,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,83,1,0,0,1,1,83,0,0,0,1,2,83,0,0,0,1,3,83,0,0,0,1,4,83,0,0,0,1,5,83,0,0,0,1,6,83,0,0,0,1,7,83,0,0,0,1,8,83,58,"[78, 81, 82]",2100,4629.7083,2100,0.703163017,0,,2018-07-24 20:41:40.990617+00:00,2,0.01,0,1,1,0,0,0.2,30,300,1,3,min
84,gifbk73d,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:53:57.944614+00:00,1,A2DOOLFCILK7SJ,36NEMU28XGW5MV8E5T8NYR3FGVQMWG,0.03,0.13,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,84,1,0,0,1,1,84,0,0,0,1,2,84,0,0,0,1,3,84,0,0,0,1,4,84,0,0,0,1,5,84,0,0,0,1,6,84,0,0,0,1,7,84,0,0,0,1,8,84,59,"[78, 81, 82]",869.9,869.9,394.579935,0.679983832,1,,2018-07-24 20:54:13.100695+00:00,8,0.03,0,1,1,0,0,0.2,30,300,1,3,min
85,qlswn1da,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:54:33.577185+00:00,1,A3S9L86OI14E8B,3KMS4QQVK398LLMGUSL7FQPBWN5FK6,0.03,0.13,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,85,1,0,0,1,1,85,0,0,0,1,2,85,0,0,0,1,3,85,0,0,0,1,4,85,0,0,0,1,5,85,0,0,0,1,6,85,0,0,0,1,7,85,0,0,0,1,8,85,60,"[78, 82, 84]",1000,2204.623,1000,0.188969992,0,,2018-07-24 20:55:25.420057+00:00,9,0.03,0,1,1,0,0,0.2,30,300,1,3,min
86,9m8cf959,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-24 21:04:35.410548+00:00,1,A1UTAE4HFA2N47,39O5D9O87UBVMBUZIK37QYN6OOSC3I,0,0.1,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,86,0,1,0,1,1,86,0,0,0,1,2,86,0,0,0,1,3,86,0,0,0,1,4,86,0,0,0,1,5,86,0,0,0,1,6,86,0,0,0,1,7,86,0,0,0,1,8,86,0,,,,,,,,,,,0,1,1,0,0,0.2,30,300,1,3,min
87,juexny0h,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 21:06:45.500552+00:00,1,A2UX1I209LML50,31N2WW6R9S92PNE99MT8Y489L1KF3W,0.02,0.12,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,87,1,0,0,1,1,87,0,0,0,1,2,87,0,0,0,1,3,87,0,0,0,1,4,87,0,0,0,1,5,87,0,0,0,1,6,87,0,0,0,1,7,87,0,0,0,1,8,87,61,"[78, 82, 84]",870,870,394.6252942,0.679947044,1,,2018-07-24 21:07:11.942537+00:00,6,0.02,0,1,1,0,0,0.2,30,300,1,3,min
88,k1rqp3e7,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 21:33:02.553764+00:00,1,A15ES43JGZQ7VX,3R8YZBNQ9I1HHV55PE7SNKO3X5NQ7E,0.03,0.13,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0,0.1,3,30,0.2,min,0,1,88,1,0,0,1,1,88,0,0,0,1,2,88,0,0,0,1,3,88,0,0,0,1,4,88,0,0,0,1,5,88,0,0,0,1,6,88,0,0,0,1,7,88,0,0,0,1,8,88,62,"[78, 82, 84]",900,900,408.233063,0.668910736,1,,2018-07-24 21:33:14.796245+00:00,9,0.03,0,1,1,0,0,0.2,30,300,1,3,min
