participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.wait_before_leave,session.config.bonus,session.config.real_world_currency_per_point,session.config.selection_method,session.config.views,session.config.pay_per_min,session.config.participation_fee,consent.1.player.id_in_group,consent.1.player.consent,consent.1.player.is_dropout,consent.1.player.payoff,consent.1.group.id_in_subsession,consent.1.subsession.round_number,consent.2.player.id_in_group,consent.2.player.consent,consent.2.player.is_dropout,consent.2.player.payoff,consent.2.group.id_in_subsession,consent.2.subsession.round_number,consent.3.player.id_in_group,consent.3.player.consent,consent.3.player.is_dropout,consent.3.player.payoff,consent.3.group.id_in_subsession,consent.3.subsession.round_number,consent.4.player.id_in_group,consent.4.player.consent,consent.4.player.is_dropout,consent.4.player.payoff,consent.4.group.id_in_subsession,consent.4.subsession.round_number,consent.5.player.id_in_group,consent.5.player.consent,consent.5.player.is_dropout,consent.5.player.payoff,consent.5.group.id_in_subsession,consent.5.subsession.round_number,consent.6.player.id_in_group,consent.6.player.consent,consent.6.player.is_dropout,consent.6.player.payoff,consent.6.group.id_in_subsession,consent.6.subsession.round_number,consent.7.player.id_in_group,consent.7.player.consent,consent.7.player.is_dropout,consent.7.player.payoff,consent.7.group.id_in_subsession,consent.7.subsession.round_number,consent.8.player.id_in_group,consent.8.player.consent,consent.8.player.is_dropout,consent.8.player.payoff,consent.8.group.id_in_subsession,consent.8.subsession.round_number,ox.1.player.id_in_group,ox.1.player.decision_order,ox.1.player.decision_history,ox.1.player.estimate,ox.1.player.estimate_p,ox.1.player.estimate_kg,ox.1.player.estimate_percent_diff,ox.1.player.unit,ox.1.player.early_finish,ox.1.player.wp_timer_start,ox.1.player.sec_spent,ox.1.player.sec_earned,ox.1.player.payoff,ox.1.group.id_in_subsession,ox.1.subsession.round_number,ox.1.subsession.room_busy,ox.1.subsession.pay_per_min,ox.1.subsession.wait_before_leave,ox.1.subsession.max_wait_time,ox.1.subsession.bonus,ox.1.subsession.views,ox.1.subsession.selection_method
110,pdimdp0d,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,110,0,0,0.00,1,1,110,0,0,0.00,1,2,110,0,0,0.00,1,3,110,0,0,0.00,1,4,110,0,0,0.00,1,5,110,0,0,0.00,1,6,110,0,0,0.00,1,7,110,0,0,0.00,1,8,110,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
111,mu3b98fg,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,111,0,0,0.00,1,1,111,0,0,0.00,1,2,111,0,0,0.00,1,3,111,0,0,0.00,1,4,111,0,0,0.00,1,5,111,0,0,0.00,1,6,111,0,0,0.00,1,7,111,0,0,0.00,1,8,111,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
112,ls445qmp,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,112,0,0,0.00,1,1,112,0,0,0.00,1,2,112,0,0,0.00,1,3,112,0,0,0.00,1,4,112,0,0,0.00,1,5,112,0,0,0.00,1,6,112,0,0,0.00,1,7,112,0,0,0.00,1,8,112,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
113,dvcnallt,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,113,0,0,0.00,1,1,113,0,0,0.00,1,2,113,0,0,0.00,1,3,113,0,0,0.00,1,4,113,0,0,0.00,1,5,113,0,0,0.00,1,6,113,0,0,0.00,1,7,113,0,0,0.00,1,8,113,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
114,i8s1maqx,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,114,0,0,0.00,1,1,114,0,0,0.00,1,2,114,0,0,0.00,1,3,114,0,0,0.00,1,4,114,0,0,0.00,1,5,114,0,0,0.00,1,6,114,0,0,0.00,1,7,114,0,0,0.00,1,8,114,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
115,8pjetqsm,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,115,0,0,0.00,1,1,115,0,0,0.00,1,2,115,0,0,0.00,1,3,115,0,0,0.00,1,4,115,0,0,0.00,1,5,115,0,0,0.00,1,6,115,0,0,0.00,1,7,115,0,0,0.00,1,8,115,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
116,sfp55mno,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,116,0,0,0.00,1,1,116,0,0,0.00,1,2,116,0,0,0.00,1,3,116,0,0,0.00,1,4,116,0,0,0.00,1,5,116,0,0,0.00,1,6,116,0,0,0.00,1,7,116,0,0,0.00,1,8,116,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
117,2fehv0jg,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,117,0,0,0.00,1,1,117,0,0,0.00,1,2,117,0,0,0.00,1,3,117,0,0,0.00,1,4,117,0,0,0.00,1,5,117,0,0,0.00,1,6,117,0,0,0.00,1,7,117,0,0,0.00,1,8,117,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
118,r9vlho06,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,118,0,0,0.00,1,1,118,0,0,0.00,1,2,118,0,0,0.00,1,3,118,0,0,0.00,1,4,118,0,0,0.00,1,5,118,0,0,0.00,1,6,118,0,0,0.00,1,7,118,0,0,0.00,1,8,118,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
119,hizgdet1,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,119,0,0,0.00,1,1,119,0,0,0.00,1,2,119,0,0,0.00,1,3,119,0,0,0.00,1,4,119,0,0,0.00,1,5,119,0,0,0.00,1,6,119,0,0,0.00,1,7,119,0,0,0.00,1,8,119,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
120,ovp49hjs,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,120,0,0,0.00,1,1,120,0,0,0.00,1,2,120,0,0,0.00,1,3,120,0,0,0.00,1,4,120,0,0,0.00,1,5,120,0,0,0.00,1,6,120,0,0,0.00,1,7,120,0,0,0.00,1,8,120,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
121,byyh9c0w,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,121,0,0,0.00,1,1,121,0,0,0.00,1,2,121,0,0,0.00,1,3,121,0,0,0.00,1,4,121,0,0,0.00,1,5,121,0,0,0.00,1,6,121,0,0,0.00,1,7,121,0,0,0.00,1,8,121,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
122,7zb7z6fq,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,122,0,0,0.00,1,1,122,0,0,0.00,1,2,122,0,0,0.00,1,3,122,0,0,0.00,1,4,122,0,0,0.00,1,5,122,0,0,0.00,1,6,122,0,0,0.00,1,7,122,0,0,0.00,1,8,122,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
123,ghrpzqid,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,123,0,0,0.00,1,1,123,0,0,0.00,1,2,123,0,0,0.00,1,3,123,0,0,0.00,1,4,123,0,0,0.00,1,5,123,0,0,0.00,1,6,123,0,0,0.00,1,7,123,0,0,0.00,1,8,123,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
124,u5mctr96,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,124,0,0,0.00,1,1,124,0,0,0.00,1,2,124,0,0,0.00,1,3,124,0,0,0.00,1,4,124,0,0,0.00,1,5,124,0,0,0.00,1,6,124,0,0,0.00,1,7,124,0,0,0.00,1,8,124,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
125,39lsi4kf,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,125,0,0,0.00,1,1,125,0,0,0.00,1,2,125,0,0,0.00,1,3,125,0,0,0.00,1,4,125,0,0,0.00,1,5,125,0,0,0.00,1,6,125,0,0,0.00,1,7,125,0,0,0.00,1,8,125,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
126,i9de4naa,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,126,0,0,0.00,1,1,126,0,0,0.00,1,2,126,0,0,0.00,1,3,126,0,0,0.00,1,4,126,0,0,0.00,1,5,126,0,0,0.00,1,6,126,0,0,0.00,1,7,126,0,0,0.00,1,8,126,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
127,df8bqdj3,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,127,0,0,0.00,1,1,127,0,0,0.00,1,2,127,0,0,0.00,1,3,127,0,0,0.00,1,4,127,0,0,0.00,1,5,127,0,0,0.00,1,6,127,0,0,0.00,1,7,127,0,0,0.00,1,8,127,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
128,9ocwrs7z,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,128,0,0,0.00,1,1,128,0,0,0.00,1,2,128,0,0,0.00,1,3,128,0,0,0.00,1,4,128,0,0,0.00,1,5,128,0,0,0.00,1,6,128,0,0,0.00,1,7,128,0,0,0.00,1,8,128,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
129,7o97gcpx,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,129,0,0,0.00,1,1,129,0,0,0.00,1,2,129,0,0,0.00,1,3,129,0,0,0.00,1,4,129,0,0,0.00,1,5,129,0,0,0.00,1,6,129,0,0,0.00,1,7,129,0,0,0.00,1,8,129,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
130,qjhlykph,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,130,0,0,0.00,1,1,130,0,0,0.00,1,2,130,0,0,0.00,1,3,130,0,0,0.00,1,4,130,0,0,0.00,1,5,130,0,0,0.00,1,6,130,0,0,0.00,1,7,130,0,0,0.00,1,8,130,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
131,m8rsk08p,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,131,0,0,0.00,1,1,131,0,0,0.00,1,2,131,0,0,0.00,1,3,131,0,0,0.00,1,4,131,0,0,0.00,1,5,131,0,0,0.00,1,6,131,0,0,0.00,1,7,131,0,0,0.00,1,8,131,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
132,y12wig0l,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,132,0,0,0.00,1,1,132,0,0,0.00,1,2,132,0,0,0.00,1,3,132,0,0,0.00,1,4,132,0,0,0.00,1,5,132,0,0,0.00,1,6,132,0,0,0.00,1,7,132,0,0,0.00,1,8,132,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
133,o6ce0ns0,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,133,0,0,0.00,1,1,133,0,0,0.00,1,2,133,0,0,0.00,1,3,133,0,0,0.00,1,4,133,0,0,0.00,1,5,133,0,0,0.00,1,6,133,0,0,0.00,1,7,133,0,0,0.00,1,8,133,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
134,0rmirpbj,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,134,0,0,0.00,1,1,134,0,0,0.00,1,2,134,0,0,0.00,1,3,134,0,0,0.00,1,4,134,0,0,0.00,1,5,134,0,0,0.00,1,6,134,0,0,0.00,1,7,134,0,0,0.00,1,8,134,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
135,s3qapgq8,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,135,0,0,0.00,1,1,135,0,0,0.00,1,2,135,0,0,0.00,1,3,135,0,0,0.00,1,4,135,0,0,0.00,1,5,135,0,0,0.00,1,6,135,0,0,0.00,1,7,135,0,0,0.00,1,8,135,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
136,5tiqp02h,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,136,0,0,0.00,1,1,136,0,0,0.00,1,2,136,0,0,0.00,1,3,136,0,0,0.00,1,4,136,0,0,0.00,1,5,136,0,0,0.00,1,6,136,0,0,0.00,1,7,136,0,0,0.00,1,8,136,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
137,76qxsp6z,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,137,0,0,0.00,1,1,137,0,0,0.00,1,2,137,0,0,0.00,1,3,137,0,0,0.00,1,4,137,0,0,0.00,1,5,137,0,0,0.00,1,6,137,0,0,0.00,1,7,137,0,0,0.00,1,8,137,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
138,i69n4fex,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,138,0,0,0.00,1,1,138,0,0,0.00,1,2,138,0,0,0.00,1,3,138,0,0,0.00,1,4,138,0,0,0.00,1,5,138,0,0,0.00,1,6,138,0,0,0.00,1,7,138,0,0,0.00,1,8,138,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
139,a0vem0eo,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,139,0,0,0.00,1,1,139,0,0,0.00,1,2,139,0,0,0.00,1,3,139,0,0,0.00,1,4,139,0,0,0.00,1,5,139,0,0,0.00,1,6,139,0,0,0.00,1,7,139,0,0,0.00,1,8,139,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
140,352ohldv,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,140,0,0,0.00,1,1,140,0,0,0.00,1,2,140,0,0,0.00,1,3,140,0,0,0.00,1,4,140,0,0,0.00,1,5,140,0,0,0.00,1,6,140,0,0,0.00,1,7,140,0,0,0.00,1,8,140,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
141,1fq8vbfv,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,141,0,0,0.00,1,1,141,0,0,0.00,1,2,141,0,0,0.00,1,3,141,0,0,0.00,1,4,141,0,0,0.00,1,5,141,0,0,0.00,1,6,141,0,0,0.00,1,7,141,0,0,0.00,1,8,141,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
142,xu41pad8,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,142,0,0,0.00,1,1,142,0,0,0.00,1,2,142,0,0,0.00,1,3,142,0,0,0.00,1,4,142,0,0,0.00,1,5,142,0,0,0.00,1,6,142,0,0,0.00,1,7,142,0,0,0.00,1,8,142,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
143,km81xf8l,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,143,0,0,0.00,1,1,143,0,0,0.00,1,2,143,0,0,0.00,1,3,143,0,0,0.00,1,4,143,0,0,0.00,1,5,143,0,0,0.00,1,6,143,0,0,0.00,1,7,143,0,0,0.00,1,8,143,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
144,ql6i7gqm,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,144,0,0,0.00,1,1,144,0,0,0.00,1,2,144,0,0,0.00,1,3,144,0,0,0.00,1,4,144,0,0,0.00,1,5,144,0,0,0.00,1,6,144,0,0,0.00,1,7,144,0,0,0.00,1,8,144,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
145,dw2m1ker,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,145,0,0,0.00,1,1,145,0,0,0.00,1,2,145,0,0,0.00,1,3,145,0,0,0.00,1,4,145,0,0,0.00,1,5,145,0,0,0.00,1,6,145,0,0,0.00,1,7,145,0,0,0.00,1,8,145,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
146,p7ogyg6u,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,146,0,0,0.00,1,1,146,0,0,0.00,1,2,146,0,0,0.00,1,3,146,0,0,0.00,1,4,146,0,0,0.00,1,5,146,0,0,0.00,1,6,146,0,0,0.00,1,7,146,0,0,0.00,1,8,146,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
147,jy4hn5t3,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,147,0,0,0.00,1,1,147,0,0,0.00,1,2,147,0,0,0.00,1,3,147,0,0,0.00,1,4,147,0,0,0.00,1,5,147,0,0,0.00,1,6,147,0,0,0.00,1,7,147,0,0,0.00,1,8,147,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
148,gjk1ugts,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,148,0,0,0.00,1,1,148,0,0,0.00,1,2,148,0,0,0.00,1,3,148,0,0,0.00,1,4,148,0,0,0.00,1,5,148,0,0,0.00,1,6,148,0,0,0.00,1,7,148,0,0,0.00,1,8,148,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
149,15x18arf,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,149,0,0,0.00,1,1,149,0,0,0.00,1,2,149,0,0,0.00,1,3,149,0,0,0.00,1,4,149,0,0,0.00,1,5,149,0,0,0.00,1,6,149,0,0,0.00,1,7,149,0,0,0.00,1,8,149,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
150,fochuo7v,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,150,0,0,0.00,1,1,150,0,0,0.00,1,2,150,0,0,0.00,1,3,150,0,0,0.00,1,4,150,0,0,0.00,1,5,150,0,0,0.00,1,6,150,0,0,0.00,1,7,150,0,0,0.00,1,8,150,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
151,jzb18it2,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,151,0,0,0.00,1,1,151,0,0,0.00,1,2,151,0,0,0.00,1,3,151,0,0,0.00,1,4,151,0,0,0.00,1,5,151,0,0,0.00,1,6,151,0,0,0.00,1,7,151,0,0,0.00,1,8,151,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
152,4495705f,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,152,0,0,0.00,1,1,152,0,0,0.00,1,2,152,0,0,0.00,1,3,152,0,0,0.00,1,4,152,0,0,0.00,1,5,152,0,0,0.00,1,6,152,0,0,0.00,1,7,152,0,0,0.00,1,8,152,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
153,b0xdg3q3,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,153,0,0,0.00,1,1,153,0,0,0.00,1,2,153,0,0,0.00,1,3,153,0,0,0.00,1,4,153,0,0,0.00,1,5,153,0,0,0.00,1,6,153,0,0,0.00,1,7,153,0,0,0.00,1,8,153,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
154,zs8r9zu1,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,154,0,0,0.00,1,1,154,0,0,0.00,1,2,154,0,0,0.00,1,3,154,0,0,0.00,1,4,154,0,0,0.00,1,5,154,0,0,0.00,1,6,154,0,0,0.00,1,7,154,0,0,0.00,1,8,154,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
155,04zsru2r,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,155,0,0,0.00,1,1,155,0,0,0.00,1,2,155,0,0,0.00,1,3,155,0,0,0.00,1,4,155,0,0,0.00,1,5,155,0,0,0.00,1,6,155,0,0,0.00,1,7,155,0,0,0.00,1,8,155,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
156,pakgtwwf,,0,0,19,,,,,,0,,,0.00,0.10,654w33sp,,,3X2YVV51PUN64MOVM5KNQGJOLRW1WQ,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0,30,1,0.0,max,3,0.2,0.10,156,0,0,0.00,1,1,156,0,0,0.00,1,2,156,0,0,0.00,1,3,156,0,0,0.00,1,4,156,0,0,0.00,1,5,156,0,0,0.00,1,6,156,0,0,0.00,1,7,156,0,0,0.00,1,8,156,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,max
